i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
842	1231.302	1220.473	9.324	2.724	-0.999	22.968	46.174	1052.898	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	31.696	10.515	9.929	0.625	0.997	-3.098	0.989	19.238	12.458	0	0	0	0	0	0
843	1159.731	1136.128	6.795	2.962	-2.12	38.052	32.921	1078.33	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	52.668	17.608	12.386	1.024	0.434	0.462	-2.975	22.557	30.111	0	0	0	0	0	0
844	1270.67	1264.13	28.516	3.064	-2.385	367.429	82.335	677.119	1.0	202.324	11.0	-	-	-	-	28.056	-	-	-	-	0.139	-	-	-	-	3.029	-	-	-	-	202.324	-	-	-	-	-1.0	-	-	-	-	2.0	177.622	40.479	11.064	0.259	0.688	0.277	0.506	158.39	19.232	0	0	0	0	0	0
845	817.509	618.568	26.044	2.718	-2.972	63.425	125.648	323.615	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	83.721	15.755	12.103	0.238	2.101	-0.146	0.586	68.455	15.266	0	0	0	0	0	0
846	1392.613	1392.556	17.748	0.03	-2.579	599.683	92.315	462.257	1.0	117.62	-11.0	-	-	-	-	108.561	-	-	-	-	1.966	-	-	-	-	2.299	-	-	-	-	117.62	-	-	-	-	1.0	-	-	-	-	2.0	572.684	70.04	49.301	2.865	2.983	-0.42	-1.071	258.955	313.729	0	0	0	0	0	0
847	1383.241	1383.132	28.966	2.853	-1.487	101.7	54.382	1297.58	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	106.835	27.175	11.094	0.417	0.298	1.261	2.87	67.544	39.291	0	0	0	0	0	0
848	1292.749	1288.876	26.326	2.898	-2.397	109.046	14.313	1271.153	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	126.394	36.157	13.573	0.332	1.497	1.049	-1.472	111.877	14.517	0	0	0	0	0	0
849	1398.469	1398.397	20.518	0.887	-3.119	26.467	19.365	1370.986	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	37.241	12.25	10.08	2.593	1.251	-0.343	0.472	25.639	11.602	0	0	0	0	0	0
850	1283.376	1278.577	45.255	1.147	1.07	49.652	42.261	1189.375	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	94.736	28.045	19.263	2.63	0.577	-1.828	-2.43	58.369	36.366	0	0	0	0	0	0
851	1399.769	1399.696	12.727	0.168	2.757	75.984	26.773	1272.65	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.509	17.364	7.847	2.656	2.957	-0.813	1.587	39.504	43.006	0	0	0	0	0	0
852	1391.379	1391.257	3.804	2.801	-2.674	11.397	17.273	1254.322	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	31.596	8.114	7.026	0.415	2.399	-0.579	2.075	21.046	10.55	0	0	0	0	0	0
853	1377.13	1377.056	51.963	2.552	-1.37	93.449	11.709	1347.815	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	99.878	38.772	20.978	0.611	0.755	1.406	2.493	68.545	31.333	0	0	0	0	0	0
854	1385.455	1385.273	54.277	2.684	1.657	122.948	98.162	381.616	1.0	433.082	11.0	-	-	-	-	152.693	-	-	-	-	0.36	-	-	-	-	1.126	-	-	-	-	433.082	-	-	-	-	-1.0	-	-	-	-	2.0	808.19	215.267	80.025	0.813	2.983	-1.499	2.864	297.095	511.094	0	0	0	0	0	0
855	1191.778	1173.453	40.287	3.036	-0.723	380.534	90.754	548.192	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	685.069	148.176	136.34	2.184	0.275	1.279	-2.134	181.422	503.647	0	0	0	0	0	0
856	1366.953	1366.49	58.423	3.022	1.963	487.903	34.518	393.044	1.0	58.608	11.0	-	-	-	-	19.341	-	-	-	-	0.336	-	-	-	-	-2.842	-	-	-	-	58.608	-	-	-	-	-1.0	-	-	-	-	2.0	500.54	66.919	26.539	0.161	0.351	-0.774	-2.866	420.649	79.892	0	0	0	0	0	0
857	922.967	884.047	15.849	0.366	-1.173	44.328	30.527	850.209	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	48.786	12.3	8.154	2.712	2.631	2.501	1.098	30.642	18.144	0	0	0	0	0	0
858	1393.298	1393.221	26.373	2.47	-2.835	42.407	53.876	256.28	1.0	24.26	11.0	-	-	-	-	6.383	-	-	-	-	0.266	-	-	-	-	0.696	-	-	-	-	24.26	-	-	-	-	-1.0	-	-	-	-	2.0	36.869	12.853	9.655	0.648	2.21	0.544	-0.292	23.258	13.611	0	0	0	0	0	0
859	1355.641	1354.806	12.335	2.768	2.9	33.797	11.131	358.894	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	52.081	7.882	6.882	0.2	2.4	-0.78	0.386	41.289	10.792	0	0	0	0	0	0
860	1022.824	954.193	38.832	0.58	0.819	70.833	90.182	276.185	2.0	374.915	-11.0	11.0	-	-	-	43.245	29.746	-	-	-	3.003	0.497	-	-	-	-2.312	1.889	-	-	-	312.532	62.383	-	-	-	1.0	-1.0	-	-	-	2.0	223.464	31.861	23.869	0.427	0.169	-1.884	0.3	78.384	145.081	0	0	0	0	0	0
861	1387.589	1387.502	30.503	0.913	-1.239	38.539	18.997	1349.732	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	44.93	21.271	12.29	1.833	2.539	2.223	1.328	22.191	22.739	0	0	0	0	0	0
862	1065.467	1012.718	10.873	0.135	-1.434	80.951	26.475	958.786	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	91.28	20.935	14.608	2.771	2.636	0.99	-2.663	59.586	31.694	0	0	0	0	0	0
863	1163.764	1142.046	20.54	2.843	-2.745	69.765	10.728	391.509	1.0	82.442	11.0	-	-	-	-	28.882	-	-	-	-	0.358	-	-	-	-	-0.007	-	-	-	-	82.442	-	-	-	-	-1.0	-	-	-	-	2.0	79.779	25.096	9.739	0.39	1.052	0.016	2.254	67.437	12.343	0	0	0	0	0	0
864	1397.868	1397.795	28.655	1.116	0.651	31.894	39.689	1346.602	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	58.867	21.304	15.076	2.496	0.812	-1.951	2.981	36.797	22.07	0	0	0	0	0	0
865	1394.544	1394.47	21.971	0.209	1.646	105.725	33.77	1298.829	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	110.479	25.313	7.918	2.794	2.91	-1.802	0.352	75.236	35.243	0	0	0	0	0	0
866	1256.277	1248.603	25.306	1.942	1.414	27.152	18.373	1219.825	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	49.52	19.634	10.892	2.115	0.465	-1.307	-2.554	23.594	25.926	0	0	0	0	0	0
867	1254.223	1252.597	38.8	0.64	1.4	65.006	12.427	1065.295	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	161.306	21.154	17.784	0.397	2.97	-1.818	-1.649	55.482	105.824	0	0	0	0	0	0
868	1251.973	1243.576	4.372	3.072	-2.128	62.849	18.25	753.806	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	67.689	9.935	6.851	0.239	0.303	0.397	-3.123	43.757	23.931	0	0	0	0	0	0
869	1269.912	1265.283	6.368	3.034	-2.631	59.188	19.604	1176.766	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	67.42	12.43	7.73	0.71	0.172	-0.035	2.664	21.595	45.825	0	0	0	0	0	0
870	1393.392	1393.319	28.229	1.936	-3.073	30.221	27.791	1320.598	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	51.132	17.933	13.421	2.145	0.54	-0.316	0.595	22.774	28.358	0	0	0	0	0	0
871	1236.776	1236.547	9.431	3.106	2.662	267.0	131.375	574.921	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	279.104	25.787	25.11	0.189	0.188	0.835	-1.935	142.617	136.487	0	0	0	0	0	0
872	1404.422	1404.35	24.678	0.449	-0.207	56.809	25.544	377.137	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	75.358	15.578	9.101	2.884	0.849	2.941	2.924	62.07	13.288	0	0	0	0	0	0
873	1214.177	1200.464	4.08	0.184	1.348	22.294	41.301	1155.241	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	54.461	13.9	11.456	0.931	2.8	-0.989	2.412	18.69	35.771	0	0	0	0	0	0
874	1079.605	1035.148	1.167	3.102	1.213	29.459	17.524	615.172	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	50.39	9.866	9.855	0.271	2.125	2.853	-0.407	38.118	12.272	0	0	0	0	0	0
875	1398.596	1398.518	14.862	0.492	1.577	31.437	106.338	815.132	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	43.209	12.216	9.203	2.744	1.425	-0.899	-2.527	33.213	9.996	0	0	0	0	0	0
876	826.689	776.637	26.192	1.524	-0.113	26.221	26.192	743.036	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	42.177	15.376	10.883	2.353	0.659	3.089	2.944	22.889	19.287	0	0	0	0	0	0
877	751.177	375.932	7.577	1.897	-0.2	8.0	15.583	135.555	1.0	6.92	11.0	-	-	-	-	3.179	-	-	-	-	0.477	-	-	-	-	-3.073	-	-	-	-	6.92	-	-	-	-	-1.0	-	-	-	-	2.0	57.201	9.003	8.35	0.355	2.85	-2.358	1.313	26.629	30.572	0	0	0	0	0	0
878	1236.009	1229.285	17.892	0.039	-0.239	454.638	90.102	182.753	1.0	19.893	-11.0	-	-	-	-	16.904	-	-	-	-	2.126	-	-	-	-	-3.038	-	-	-	-	19.893	-	-	-	-	1.0	-	-	-	-	2.0	459.246	43.572	38.643	2.947	2.97	2.234	-0.824	226.534	232.712	0	0	0	0	0	0
879	1310.223	1306.778	3.114	0.177	2.093	17.708	10.079	1282.265	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	53.012	12.462	10.025	2.759	0.639	-1.638	1.33	34.757	18.255	0	0	0	0	0	0
880	662.157	660.776	6.006	0.018	-1.763	332.955	26.345	603.176	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	358.082	54.876	51.22	2.564	2.938	0.506	-2.725	100.984	257.098	0	0	0	0	0	0
881	1034.879	969.699	12.573	2.354	-1.994	17.735	37.382	900.957	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	25.923	11.534	8.619	1.061	0.958	0.421	2.242	14.287	11.636	0	0	0	0	0	0
882	1305.933	1302.822	5.885	2.887	-2.605	23.393	23.331	1271.619	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	30.963	11.171	6.51	0.774	0.526	1.009	-1.708	17.19	13.773	0	0	0	0	0	0
883	945.502	829.97	16.252	0.611	0.075	28.331	21.852	661.303	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	76.997	10.104	8.852	2.934	0.345	2.714	-2.485	48.999	27.999	0	0	0	0	0	0
884	1395.288	1395.217	25.548	0.046	-0.886	549.817	189.126	1117.261	1.0	564.891	-11.0	-	-	-	-	97.038	-	-	-	-	2.969	-	-	-	-	1.97	-	-	-	-	564.891	-	-	-	-	1.0	-	-	-	-	2.0	79.187	45.106	27.986	1.746	1.071	-1.212	-1.367	46.071	33.116	0	0	0	0	0	0
885	824.288	593.971	3.132	0.078	2.967	40.083	12.599	298.916	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	47.648	9.435	6.554	2.058	2.956	-0.506	2.479	11.741	35.908	0	0	0	0	0	0
886	1400.829	1400.746	5.381	0.011	0.278	472.849	89.183	172.167	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	486.017	38.55	34.64	2.981	2.995	2.712	-0.531	244.944	241.073	0	0	0	0	0	0
887	1038.767	975.989	25.954	1.697	-1.72	26.161	15.385	931.959	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	39.062	17.479	9.519	2.078	0.632	1.218	1.802	21.993	17.069	0	0	0	0	0	0
888	1214.001	1201.167	45.664	0.057	-3.087	801.88	12.835	1112.109	1.0	608.168	-11.0	-	-	-	-	101.11	-	-	-	-	2.975	-	-	-	-	-0.078	-	-	-	-	608.168	-	-	-	-	1.0	-	-	-	-	2.0	314.795	104.883	32.491	0.946	2.963	3.031	-0.017	129.386	185.409	0	0	0	0	0	0
889	860.636	676.339	1.04	3.105	1.803	28.539	19.211	23.407	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	102.99	10.062	9.29	2.866	0.144	-2.037	1.033	37.888	65.102	0	0	0	0	0	0
890	866.204	696.395	3.492	2.916	-1.907	15.598	17.098	669.903	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	25.028	8.629	7.825	0.85	0.799	0.099	2.824	13.028	11.999	0	0	0	0	0	0
891	1377.323	1377.109	14.634	0.545	1.76	28.231	25.151	302.167	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	62.48	14.174	6.445	2.805	0.374	-1.832	-0.106	43.704	18.776	0	0	0	0	0	0
892	1369.168	1369.098	34.905	2.938	1.738	173.018	16.703	1169.538	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	177.502	27.145	11.513	0.177	0.584	-1.68	-0.702	154.819	22.683	0	0	0	0	0	0
893	1271.501	1268.982	25.965	1.361	2.771	26.548	16.197	988.749	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	68.078	16.256	14.304	2.664	0.505	-0.888	0.226	37.231	30.847	0	0	0	0	0	0
894	956.122	866.936	2.115	3.139	2.741	732.001	25.017	695.601	1.0	187.187	11.0	-	-	-	-	60.822	-	-	-	-	0.331	-	-	-	-	-1.68	-	-	-	-	187.187	-	-	-	-	-1.0	-	-	-	-	2.0	573.728	94.18	35.104	0.201	0.366	1.309	-2.039	473.684	100.044	0	0	0	0	0	0
895	1353.905	1353.197	8.249	2.803	-0.283	24.853	24.274	115.594	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	51.131	12.268	8.62	2.183	0.263	2.081	-1.796	16.685	34.446	0	0	0	0	0	0
896	1399.021	1398.948	42.125	0.175	-2.798	241.81	44.845	1332.122	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	286.149	47.885	23.064	2.952	1.134	-0.159	1.908	259.592	26.557	0	0	0	0	0	0
897	1391.504	1391.412	21.978	0.17	-2.504	129.632	88.73	1156.48	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	162.172	22.081	18.007	2.983	1.054	-0.204	1.793	140.959	21.213	0	0	0	0	0	0
898	1406.138	1406.068	25.202	2.296	-1.169	33.679	11.773	1372.28	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	56.02	18.44	7.527	0.501	2.554	1.819	2.357	41.357	14.663	0	0	0	0	0	0
899	1000.534	920.418	19.268	0.997	-3.084	22.942	65.656	841.448	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	101.63	20.91	14.467	0.492	2.868	-0.675	1.368	45.672	55.958	0	0	0	0	0	0
900	1406.294	1406.222	13.52	2.566	0.412	24.83	18.185	1387.504	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	54.086	14.097	8.56	0.405	2.525	-2.101	2.233	38.067	16.019	0	0	0	0	0	0
901	1077.777	1077.028	4.364	0.123	-1.926	35.444	50.242	1016.436	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	41.109	10.675	7.336	2.553	2.776	0.66	-2.8	20.135	20.973	0	0	0	0	0	0
902	1400.736	1400.65	20.054	1.162	-1.31	21.859	22.121	217.892	1.0	24.666	11.0	-	-	-	-	23.634	-	-	-	-	1.281	-	-	-	-	1.264	-	-	-	-	24.666	-	-	-	-	-1.0	-	-	-	-	2.0	57.588	11.295	7.513	0.576	2.919	-2.263	2.313	22.482	35.106	0	0	0	0	0	0
903	1401.822	1401.747	19.37	2.866	2.228	71.112	24.488	380.432	1.0	40.052	11.0	-	-	-	-	24.587	-	-	-	-	0.661	-	-	-	-	-1.463	-	-	-	-	40.052	-	-	-	-	-1.0	-	-	-	-	2.0	49.468	19.914	6.981	1.076	0.275	1.017	-1.774	22.949	26.519	0	0	0	0	0	0
904	1391.427	1391.354	16.373	2.683	-2.951	36.954	29.639	1088.937	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	49.062	10.064	6.314	0.258	2.241	0.172	0.219	40.374	8.688	0	0	0	0	0	0
905	1393.909	1393.84	51.719	3.018	0.551	417.996	91.64	92.042	1.0	20.305	-11.0	-	-	-	-	12.507	-	-	-	-	2.478	-	-	-	-	-2.611	-	-	-	-	20.305	-	-	-	-	1.0	-	-	-	-	2.0	438.381	42.928	26.743	0.178	0.138	3.041	-1.211	243.854	194.527	0	0	0	0	0	0
906	1395.112	1395.042	33.146	2.989	2.758	218.256	91.295	276.12	1.0	29.054	11.0	-	-	-	-	12.157	-	-	-	-	0.432	-	-	-	-	1.324	-	-	-	-	29.054	-	-	-	-	-1.0	-	-	-	-	2.0	226.969	39.23	18.031	0.274	0.232	0.091	-2.051	146.714	80.255	0	0	0	0	0	0
907	1392.673	1392.562	11.954	2.473	-1.644	19.283	50.795	1031.583	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	38.598	17.776	9.449	0.771	1.893	2.014	-0.453	27.431	11.167	0	0	0	0	0	0
908	905.145	767.431	3.578	3.058	-1.147	42.872	25.814	740.211	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	51.583	12.314	9.494	0.762	0.308	1.427	-1.918	19.253	32.33	0	0	0	0	0	0
909	1274.566	1267.514	105.769	2.847	2.683	363.971	89.468	931.252	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1093.027	93.708	61.708	0.131	2.973	-1.076	0.616	720.797	372.231	0	0	0	0	0	0
910	765.674	672.192	10.824	0.075	-1.503	145.14	68.049	540.015	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	148.664	16.34	10.812	3.003	2.773	2.353	-0.074	118.046	30.618	0	0	0	0	0	0
911	1383.861	1383.765	26.431	2.895	-2.443	108.176	56.557	146.99	1.0	19.895	11.0	-	-	-	-	19.384	-	-	-	-	1.798	-	-	-	-	-0.199	-	-	-	-	19.895	-	-	-	-	-1.0	-	-	-	-	2.0	122.969	23.849	6.549	0.209	1.977	1.773	-0.399	115.29	7.679	0	0	0	0	0	0
912	1393.37	1393.237	14.592	3.004	-2.607	106.384	37.184	896.483	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	115.452	17.282	12.653	0.233	0.37	-0.265	1.902	78.23	37.222	0	0	0	0	0	0
913	1272.786	1267.978	27.203	0.182	2.814	150.074	20.533	456.865	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	154.57	17.029	11.432	3.009	2.625	-0.085	-0.694	129.776	24.794	0	0	0	0	0	0
914	1365.886	1365.513	44.014	0.545	-1.464	84.862	41.666	164.676	1.0	15.998	-11.0	-	-	-	-	15.674	-	-	-	-	1.772	-	-	-	-	1.291	-	-	-	-	15.998	-	-	-	-	1.0	-	-	-	-	2.0	142.938	17.621	12.48	2.971	0.364	1.902	1.84	105.653	37.285	0	0	0	0	0	0
915	1398.205	1398.108	16.743	0.696	-1.645	26.125	48.289	1343.647	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	45.038	19.241	16.06	2.293	1.761	2.412	0.244	26.701	18.336	0	0	0	0	0	0
916	1260.619	1252.806	20.516	0.083	2.905	246.052	94.159	213.592	2.0	120.011	-11.0	-11.0	-	-	-	65.349	11.206	-	-	-	1.076	2.894	-	-	-	-1.135	1.512	-	-	-	74.262	45.748	-	-	-	1.0	1.0	-	-	-	2.0	289.412	45.629	12.91	2.894	3.013	1.564	2.279	187.231	102.181	0	0	0	0	0	0
917	1152.168	1144.524	0.544	3.128	-0.933	38.962	21.329	1095.011	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	49.406	12.406	11.974	0.427	0.799	2.846	-0.269	31.154	18.252	0	0	0	0	0	0
918	1378.264	1378.086	22.807	3.074	-1.365	337.234	34.168	1026.927	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	347.705	36.541	14.923	0.145	0.17	1.574	-1.88	257.066	90.639	0	0	0	0	0	0
919	1267.187	1260.644	17.85	0.647	-2.283	29.594	115.006	1003.248	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	37.238	16.979	9.801	2.171	2.456	0.29	2.06	21.17	16.068	0	0	0	0	0	0
920	777.797	752.245	11.863	2.969	-2.673	69.053	13.313	734.625	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	76.972	14.029	11.125	0.282	0.515	-0.405	1.78	53.329	23.643	0	0	0	0	0	0
921	1396.112	1396.013	13.988	0.289	0.756	49.112	18.4	1367.159	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	85.223	15.464	12.513	0.88	2.935	3.025	-1.144	22.238	62.985	0	0	0	0	0	0
922	1398.304	1398.226	16.944	1.877	2.942	17.773	20.685	1376.275	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	43.371	10.4	9.512	2.536	0.437	0.326	-0.781	19.67	23.701	0	0	0	0	0	0
923	1403.408	1403.327	9.583	1.448	-1.903	9.656	50.496	1052.435	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	40.492	11.232	9.971	0.657	2.577	0.251	2.462	20.51	19.982	0	0	0	0	0	0
924	1146.087	1126.764	13.315	0.225	2.049	59.688	13.422	1096.059	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	64.137	11.222	10.788	2.873	2.587	-0.197	-2.04	42.702	21.435	0	0	0	0	0	0
925	1333.109	1332.033	10.27	2.542	-0.339	18.205	10.643	1291.819	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	27.03	11.113	8.036	0.988	0.806	2.036	-2.196	14.883	12.147	0	0	0	0	0	0
926	764.331	737.871	10.712	2.905	2.353	45.76	60.88	665.386	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	67.922	16.114	13.032	0.323	1.847	0.148	-2.27	54.106	13.817	0	0	0	0	0	0
