i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
245	1028.041	990.776	81.028	2.188	-0.712	99.372	519.3	99.96	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	499.35	104.667	76.03	2.655	0.289	-3.047	0.972	230.455	268.895	0	0	0	0	0	0
246	717.379	565.478	27.804	0.054	2.068	512.487	205.998	132.768	1.0	267.264	-13.0	-	-	-	-	74.552	-	-	-	-	2.859	-	-	-	-	0.801	-	-	-	-	267.264	-	-	-	-	1.0	-	-	-	-	2.0	281.926	51.732	45.397	2.903	2.318	-1.602	-2.525	219.628	62.298	0	0	0	0	0	0
247	1342.385	1341.306	103.991	0.732	0.402	155.55	87.359	151.108	2.0	411.296	13.0	-11.0	-	-	-	167.282	36.402	-	-	-	0.498	2.503	-	-	-	0.985	-2.472	-	-	-	350.237	61.058	-	-	-	-1.0	1.0	-	-	-	2.0	366.33	145.496	59.172	2.421	2.699	-2.692	-1.238	227.531	138.798	0	0	0	0	0	0
248	868.812	762.196	91.394	2.493	1.748	151.315	166.512	163.21	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	321.383	164.448	79.262	1.607	0.559	-1.142	2.29	166.044	155.338	0	0	0	0	0	0
249	724.702	714.939	123.049	0.295	2.758	422.999	152.124	145.143	2.0	38.628	-11.0	-13.0	-	-	-	15.74	14.655	-	-	-	2.35	1.092	-	-	-	0.482	0.921	-	-	-	22.118	16.51	-	-	-	1.0	1.0	-	-	-	2.0	472.655	93.548	79.081	2.391	2.893	0.217	-1.394	143.126	329.529	0	0	0	0	0	0
250	1254.327	1250.253	226.956	0.907	2.062	288.199	537.395	300.248	1.0	18.382	11.0	-	-	-	-	8.498	-	-	-	-	0.481	-	-	-	-	1.797	-	-	-	-	18.382	-	-	-	-	-1.0	-	-	-	-	2.0	715.74	390.738	163.955	1.392	2.587	-1.26	1.635	398.218	317.522	0	0	0	0	0	0
251	1320.355	1318.232	57.424	1.643	2.341	57.574	338.02	126.988	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	767.34	265.756	219.912	2.386	0.655	-0.223	3.062	391.996	375.344	0	0	0	0	0	0
252	1349.541	1348.648	176.63	1.776	1.461	180.409	529.442	122.765	1.0	5.909	11.0	-	-	-	-	5.08	-	-	-	-	2.106	-	-	-	-	1.434	-	-	-	-	5.909	-	-	-	-	-1.0	-	-	-	-	2.0	836.098	381.089	221.942	2.126	0.682	-1.346	2.059	472.938	363.16	0	0	0	0	0	0
253	1282.083	1276.267	44.826	0.471	1.74	98.795	326.442	152.803	1.0	361.209	-11.0	-	-	-	-	248.419	-	-	-	-	0.758	-	-	-	-	-1.021	-	-	-	-	361.209	-	-	-	-	1.0	-	-	-	-	2.0	807.114	290.782	92.524	2.636	0.487	2.37	-0.38	604.497	202.617	0	0	0	0	0	0
254	1333.311	1331.581	48.494	0.388	-2.295	128.286	266.374	104.28	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	194.482	96.579	55.19	2.261	2.186	1.245	-1.548	126.2	68.282	0	0	0	0	0	0
255	984.324	922.53	32.691	0.18	2.955	182.444	215.237	91.845	1.0	14.015	11.0	-	-	-	-	10.949	-	-	-	-	2.245	-	-	-	-	3.054	-	-	-	-	14.015	-	-	-	-	-1.0	-	-	-	-	2.0	686.267	303.957	280.754	1.452	2.226	0.556	-2.507	325.001	361.266	0	0	0	0	0	0
256	804.386	553.336	70.881	2.599	-0.982	137.172	161.53	107.808	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	207.015	70.71	68.971	1.551	0.536	-3.106	1.1	71.322	135.693	0	0	0	0	0	0
257	888.888	832.711	74.351	2.956	-2.499	402.51	153.542	92.97	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	410.218	66.034	32.873	0.221	0.314	1.101	-0.45	301.908	108.31	0	0	0	0	0	0
258	409.078	397.94	60.651	1.802	-0.976	62.302	155.386	69.204	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	119.945	75.053	24.968	1.113	2.31	2.469	0.14	85.476	34.47	0	0	0	0	0	0
259	1396.409	1396.338	22.163	1.588	0.098	22.166	434.474	104.989	1.0	337.934	11.0	-	-	-	-	296.219	-	-	-	-	2.073	-	-	-	-	-2.54	-	-	-	-	337.934	-	-	-	-	-1.0	-	-	-	-	2.0	451.114	332.958	69.098	1.075	1.753	0.8	-1.621	379.652	71.461	0	0	0	0	0	0
260	1389.196	1389.098	193.84	1.732	0.532	196.398	610.542	116.202	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	849.923	511.2	318.829	1.44	1.682	-2.706	0.376	516.231	333.692	0	0	0	0	0	0
261	733.382	731.95	58.588	0.38	-0.015	157.76	32.503	402.51	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	428.843	100.709	72.855	0.728	2.868	-2.362	1.391	157.3	271.543	0	0	0	0	0	0
262	797.547	512.975	146.792	2.825	1.456	472.024	145.145	133.075	2.0	109.246	13.0	11.0	-	-	-	75.858	10.131	-	-	-	2.172	2.513	-	-	-	2.655	0.606	-	-	-	92.014	17.232	-	-	-	-1.0	-1.0	-	-	-	2.0	805.517	257.975	117.871	0.416	2.247	-2.185	0.417	638.714	166.802	0	0	0	0	0	0
263	1069.62	1049.128	185.148	0.67	3.117	298.314	147.1	114.406	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	724.252	399.92	229.494	2.151	1.45	0.274	-2.628	490.767	233.485	0	0	0	0	0	0
264	943.402	858.561	109.312	0.449	2.043	251.709	93.13	375.809	2.0	131.373	13.0	13.0	-	-	-	30.52	3.89	-	-	-	2.896	2.397	-	-	-	2.994	1.863	-	-	-	125.633	5.741	-	-	-	-1.0	-1.0	-	-	-	2.0	488.241	252.93	130.87	1.362	2.451	-1.146	1.759	276.853	211.388	0	0	0	0	0	0
265	1186.888	1168.831	36.796	0.436	2.407	87.119	519.502	174.747	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	279.904	55.983	46.717	0.571	2.868	-1.712	0.719	105.103	174.801	0	0	0	0	0	0
266	817.444	579.622	109.991	0.237	2.535	468.958	154.705	96.392	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	550.725	151.8	88.997	2.786	2.059	0.011	-2.333	449.307	101.418	0	0	0	0	0	0
267	1398.893	1398.812	519.082	2.584	-0.31	980.951	104.591	46.723	1.0	401.377	11.0	-	-	-	-	229.478	-	-	-	-	0.609	-	-	-	-	2.893	-	-	-	-	401.377	-	-	-	-	-1.0	-	-	-	-	2.0	448.97	196.846	101.851	0.621	1.921	2.888	0.071	339.939	109.031	0	0	0	0	0	0
268	1020.02	947.884	95.3	0.276	2.695	349.388	227.586	429.246	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	441.643	86.436	47.324	1.462	3.005	-0.965	0.683	87.837	353.806	0	0	0	0	0	0
269	1021.408	956.635	48.317	2.993	-1.127	327.32	67.125	220.236	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	479.847	97.077	49.784	2.001	0.134	1.868	-1.416	107.396	372.451	0	0	0	0	0	0
270	1344.028	1343.064	66.672	0.747	-1.5	98.088	97.145	667.411	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	993.599	502.672	453.723	1.724	1.558	2.342	-0.705	530.843	462.756	0	0	0	0	0	0
271	1293.915	1289.631	69.704	2.535	-2.061	122.204	446.711	137.056	1.0	167.524	-11.0	-	-	-	-	162.631	-	-	-	-	1.813	-	-	-	-	0.289	-	-	-	-	167.524	-	-	-	-	1.0	-	-	-	-	2.0	802.442	452.454	310.117	1.207	1.645	-2.82	0.497	488.873	313.569	0	0	0	0	0	0
272	1095.196	1051.141	69.819	0.182	-2.39	385.278	109.661	148.48	1.0	601.137	-13.0	-	-	-	-	134.722	-	-	-	-	2.916	-	-	-	-	1.037	-	-	-	-	601.137	-	-	-	-	1.0	-	-	-	-	2.0	378.13	138.243	67.852	0.493	2.208	-1.779	1.406	293.16	84.969	0	0	0	0	0	0
273	1395.5	1395.429	191.299	1.176	-1.087	207.246	394.228	132.743	1.0	5.672	-11.0	-	-	-	-	5.614	-	-	-	-	1.429	-	-	-	-	3.094	-	-	-	-	5.672	-	-	-	-	1.0	-	-	-	-	2.0	516.743	235.748	205.229	1.267	2.213	3.037	0.783	258.824	257.919	0	0	0	0	0	0
274	956.459	854.186	49.089	2.972	-2.528	291.586	357.842	90.23	1.0	62.878	-13.0	-	-	-	-	48.544	-	-	-	-	0.882	-	-	-	-	2.13	-	-	-	-	62.878	-	-	-	-	1.0	-	-	-	-	2.0	569.141	268.981	202.244	0.871	1.467	-0.098	3.075	364.863	204.278	0	0	0	0	0	0
275	1355.898	1355.218	144.82	1.959	2.116	156.492	191.421	388.169	1.0	337.654	-13.0	-	-	-	-	99.66	-	-	-	-	2.842	-	-	-	-	2.405	-	-	-	-	337.654	-	-	-	-	1.0	-	-	-	-	2.0	209.66	113.261	31.599	1.803	0.352	-1.038	-0.981	117.043	92.618	0	0	0	0	0	0
276	1347.073	1346.598	244.972	0.603	-0.375	431.771	136.847	107.284	1.0	488.234	-13.0	-	-	-	-	323.913	-	-	-	-	0.725	-	-	-	-	-0.362	-	-	-	-	488.234	-	-	-	-	1.0	-	-	-	-	2.0	440.61	132.274	121.716	2.583	2.44	3.022	2.487	249.739	190.871	0	0	0	0	0	0
277	801.674	539.909	70.697	2.907	2.825	303.602	118.903	244.786	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	369.554	113.355	74.188	0.419	1.068	0.375	-2.113	284.873	84.681	0	0	0	0	0	0
278	1030.099	998.413	87.113	2.817	1.284	273.056	108.697	170.767	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	353.243	116.926	32.939	1.284	0.146	-1.997	0.77	126.107	227.136	0	0	0	0	0	0
279	840.356	815.5	54.697	3.014	-2.555	431.331	186.129	374.875	2.0	51.444	-11.0	-11.0	-	-	-	30.428	2.492	-	-	-	0.758	0.355	-	-	-	-2.143	1.04	-	-	-	44.272	7.173	-	-	-	1.0	1.0	-	-	-	2.0	416.091	68.522	46.098	0.259	0.325	1.318	-0.23	270.171	145.92	0	0	0	0	0	0
280	1329.583	1327.916	26.28	0.22	-1.374	120.329	483.927	128.363	2.0	165.653	-11.0	-11.0	-	-	-	117.038	9.974	-	-	-	0.922	2.58	-	-	-	0.393	-2.936	-	-	-	146.912	18.74	-	-	-	1.0	1.0	-	-	-	2.0	866.553	366.26	253.497	2.386	0.948	3.138	-0.08	553.704	312.849	0	0	0	0	0	0
281	1010.865	984.489	38.41	0.241	-1.162	161.215	347.65	63.496	1.0	329.346	-13.0	-	-	-	-	140.232	-	-	-	-	2.702	-	-	-	-	2.309	-	-	-	-	329.346	-	-	-	-	1.0	-	-	-	-	2.0	279.463	88.32	41.896	1.949	0.233	-1.118	0.264	96.792	182.67	0	0	0	0	0	0
282	1267.849	1262.104	68.078	1.962	2.965	73.636	437.617	90.197	1.0	75.313	-11.0	-	-	-	-	21.555	-	-	-	-	0.29	-	-	-	-	-1.968	-	-	-	-	75.313	-	-	-	-	1.0	-	-	-	-	2.0	300.817	91.355	71.384	2.451	0.475	-1.061	1.251	143.964	156.853	0	0	0	0	0	0
283	1389.509	1389.445	48.135	2.934	-2.807	233.44	86.94	191.757	2.0	28.45	-11.0	11.0	-	-	-	21.413	3.433	-	-	-	1.973	2.418	-	-	-	2.928	2.898	-	-	-	23.266	5.184	-	-	-	1.0	-1.0	-	-	-	2.0	508.858	181.456	114.342	0.522	2.157	-0.158	2.796	365.004	143.854	0	0	0	0	0	0
284	1401.264	1401.192	78.237	2.997	0.731	541.48	85.452	126.582	2.0	493.484	11.0	-11.0	-	-	-	158.975	6.035	-	-	-	0.332	1.229	-	-	-	-1.755	-2.659	-	-	-	487.078	6.406	-	-	-	-1.0	1.0	-	-	-	2.0	230.575	145.138	74.589	1.281	1.3	1.3	-2.699	151.644	78.932	0	0	0	0	0	0
285	1111.319	1089.59	68.843	2.97	2.722	402.178	106.848	179.846	1.0	61.419	11.0	-	-	-	-	18.895	-	-	-	-	0.313	-	-	-	-	2.134	-	-	-	-	61.419	-	-	-	-	-1.0	-	-	-	-	2.0	363.659	60.763	36.686	0.704	0.137	-0.16	-1.209	94.367	269.292	0	0	0	0	0	0
286	1108.645	1105.004	85.076	1.775	1.647	86.879	136.963	64.321	2.0	91.77	13.0	11.0	-	-	-	74.687	6.812	-	-	-	1.079	1.321	-	-	-	-1.29	1.709	-	-	-	84.739	7.031	-	-	-	-1.0	-1.0	-	-	-	2.0	610.486	289.268	282.441	1.884	1.324	-1.22	1.984	307.521	302.965	0	0	0	0	0	0
287	1212.961	1203.59	101.002	1.368	2.211	103.109	204.101	84.625	2.0	15.928	11.0	11.0	-	-	-	8.166	7.623	-	-	-	1.74	1.501	-	-	-	-0.873	-0.596	-	-	-	8.285	7.643	-	-	-	-1.0	-1.0	-	-	-	2.0	301.933	186.788	96.081	1.823	1.299	-0.773	2.548	200.118	101.814	0	0	0	0	0	0
288	1250.824	1242.614	244.768	2.094	3.041	282.509	190.665	121.841	1.0	206.516	-11.0	-	-	-	-	171.231	-	-	-	-	2.164	-	-	-	-	-2.938	-	-	-	-	206.516	-	-	-	-	1.0	-	-	-	-	2.0	537.555	279.927	131.833	1.356	0.593	-0.006	0.089	297.744	239.811	0	0	0	0	0	0
289	1375.423	1375.064	50.095	0.694	-0.043	78.306	1073.844	83.509	1.0	61.023	-13.0	-	-	-	-	51.891	-	-	-	-	2.125	-	-	-	-	-3.097	-	-	-	-	61.023	-	-	-	-	1.0	-	-	-	-	2.0	34.733	8.825	7.811	2.598	2.616	0.11	2.676	18.481	16.253	0	0	0	0	0	0
290	576.984	364.49	75.35	0.207	2.686	365.951	135.204	45.768	1.0	135.697	-13.0	-	-	-	-	50.515	-	-	-	-	2.76	-	-	-	-	-0.031	-	-	-	-	135.697	-	-	-	-	1.0	-	-	-	-	2.0	254.385	51.292	40.081	2.665	2.848	-1.964	0.405	113.319	141.066	0	0	0	0	0	0
291	823.597	645.944	38.875	0.118	0.649	329.4	194.507	104.775	1.0	270.199	-11.0	-	-	-	-	180.306	-	-	-	-	2.411	-	-	-	-	-0.781	-	-	-	-	270.199	-	-	-	-	1.0	-	-	-	-	2.0	330.974	186.841	80.638	1.705	2.455	2.134	-2.422	202.774	128.2	0	0	0	0	0	0
292	1331.523	1331.014	162.786	1.637	-1.554	163.146	209.238	150.105	1.0	180.134	-13.0	-	-	-	-	95.137	-	-	-	-	0.556	-	-	-	-	-1.343	-	-	-	-	180.134	-	-	-	-	1.0	-	-	-	-	2.0	466.661	336.004	94.84	1.977	1.544	1.842	-0.804	371.084	95.577	0	0	0	0	0	0
293	1005.023	927.48	128.583	2.61	1.544	253.853	121.445	142.473	1.0	258.853	-13.0	-	-	-	-	256.1	-	-	-	-	1.425	-	-	-	-	2.326	-	-	-	-	258.853	-	-	-	-	1.0	-	-	-	-	2.0	433.242	230.449	152.832	1.084	1.201	-1.36	-0.628	268.227	165.015	0	0	0	0	0	0
294	1361.862	1361.259	250.768	0.826	-0.38	341.206	225.583	243.708	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	698.418	373.106	128.92	2.324	0.827	2.629	-0.774	512.77	185.648	0	0	0	0	0	0
295	1405.882	1405.811	82.615	2.896	-1.175	339.886	100.954	820.399	1.0	77.777	13.0	-	-	-	-	27.634	-	-	-	-	0.363	-	-	-	-	-3.055	-	-	-	-	77.777	-	-	-	-	-1.0	-	-	-	-	2.0	329.408	116.018	78.675	0.682	0.604	2.367	-0.032	187.608	141.8	0	0	0	0	0	0
296	1338.277	1337.858	117.097	2.13	1.153	138.178	152.395	202.827	1.0	313.712	13.0	-	-	-	-	108.693	-	-	-	-	2.788	-	-	-	-	1.724	-	-	-	-	313.712	-	-	-	-	-1.0	-	-	-	-	2.0	449.55	174.641	51.228	0.739	0.283	-1.563	-2.251	264.299	185.251	0	0	0	0	0	0
297	701.074	445.064	72.781	2.903	-0.34	307.34	111.266	97.46	1.0	71.054	-13.0	-	-	-	-	47.465	-	-	-	-	0.732	-	-	-	-	-2.673	-	-	-	-	71.054	-	-	-	-	1.0	-	-	-	-	2.0	330.789	115.974	85.938	0.523	1.094	1.33	-2.249	233.645	97.144	0	0	0	0	0	0
298	1016.682	943.897	60.482	1.253	2.657	63.674	460.858	134.668	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	337.961	83.477	27.233	2.668	0.188	-0.691	1.98	188.609	149.352	0	0	0	0	0	0
299	985.911	893.844	91.79	2.753	-2.622	241.994	93.006	299.31	2.0	158.257	11.0	-11.0	-	-	-	90.322	7.989	-	-	-	2.426	0.4	-	-	-	-1.449	1.525	-	-	-	137.734	20.524	-	-	-	-1.0	1.0	-	-	-	2.0	321.819	93.616	65.802	0.45	0.703	1.518	0.284	218.532	103.287	0	0	0	0	0	0
300	1322.247	1320.177	52.816	2.585	-1.659	100.0	505.175	434.369	1.0	173.665	-13.0	-	-	-	-	170.989	-	-	-	-	1.747	-	-	-	-	0.203	-	-	-	-	173.665	-	-	-	-	1.0	-	-	-	-	2.0	581.339	283.492	265.733	1.2	1.551	1.865	-1.879	312.87	268.469	0	0	0	0	0	0
301	919.481	786.859	68.834	0.334	0.74	209.67	121.797	173.292	1.0	5.277	-11.0	-	-	-	-	5.022	-	-	-	-	1.26	-	-	-	-	-2.604	-	-	-	-	5.277	-	-	-	-	1.0	-	-	-	-	2.0	382.501	82.453	57.986	0.893	2.926	3.115	-0.995	110.007	272.494	0	0	0	0	0	0
302	1402.922	1402.847	40.664	2.586	-1.117	77.131	83.293	788.035	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	629.623	267.407	242.323	2.047	0.872	2.87	-0.146	305.788	323.835	0	0	0	0	0	0
303	895.163	792.358	89.854	2.843	2.002	305.558	361.021	70.356	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	456.204	158.424	150.326	0.591	1.214	-2.33	0.223	294.948	161.256	0	0	0	0	0	0
304	1391.087	1390.956	12.11	0.099	-1.95	122.411	111.929	391.715	2.0	183.586	11.0	13.0	-	-	-	44.432	14.501	-	-	-	0.275	2.336	-	-	-	1.646	0.26	-	-	-	163.478	20.109	-	-	-	-1.0	-1.0	-	-	-	2.0	345.121	109.976	88.925	2.615	2.294	-2.566	0.254	222.258	122.863	0	0	0	0	0	0
305	794.234	628.855	143.164	0.716	-1.42	218.205	198.563	128.133	1.0	61.066	-11.0	-	-	-	-	26.572	-	-	-	-	2.691	-	-	-	-	3.092	-	-	-	-	61.066	-	-	-	-	1.0	-	-	-	-	2.0	243.428	123.255	75.052	1.836	2.364	0.972	2.604	134.707	108.721	0	0	0	0	0	0
306	789.326	507.016	28.106	0.062	-1.422	452.647	46.468	147.18	2.0	90.339	-11.0	-13.0	-	-	-	63.716	5.601	-	-	-	1.437	2.925	-	-	-	-1.748	1.531	-	-	-	64.292	26.046	-	-	-	1.0	1.0	-	-	-	2.0	493.599	118.061	32.552	2.878	1.5	1.472	-1.717	460.892	32.707	0	0	0	0	0	0
307	1381.525	1381.34	90.129	0.234	-1.107	388.275	113.238	158.875	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	511.672	113.701	40.607	2.881	0.703	1.706	-2.232	447.583	64.089	0	0	0	0	0	0
308	1402.155	1402.083	159.033	0.719	2.628	241.398	127.518	499.278	1.0	24.427	11.0	-	-	-	-	24.112	-	-	-	-	1.731	-	-	-	-	2.076	-	-	-	-	24.427	-	-	-	-	-1.0	-	-	-	-	2.0	749.591	423.101	278.648	1.887	1.724	-0.859	2.089	466.432	283.159	0	0	0	0	0	0
309	614.801	539.728	64.224	0.409	1.362	161.535	104.513	186.51	1.0	81.358	11.0	-	-	-	-	81.338	-	-	-	-	1.593	-	-	-	-	2.914	-	-	-	-	81.358	-	-	-	-	-1.0	-	-	-	-	2.0	242.397	91.371	84.78	1.929	2.495	-0.003	-1.875	99.562	142.835	0	0	0	0	0	0
310	779.006	658.274	57.19	2.932	0.831	274.865	90.121	150.7	1.0	30.999	-13.0	-	-	-	-	13.317	-	-	-	-	0.444	-	-	-	-	-2.338	-	-	-	-	30.999	-	-	-	-	1.0	-	-	-	-	2.0	355.013	118.719	106.181	1.157	0.513	-1.204	2.314	135.924	219.089	0	0	0	0	0	0
311	1400.616	1400.528	47.42	1.862	-0.15	49.503	127.109	417.853	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	535.345	268.99	248.997	1.68	1.397	1.937	-1.371	274.374	260.971	0	0	0	0	0	0
312	1395.616	1395.538	132.719	2.104	1.739	154.144	132.664	317.047	2.0	26.751	13.0	-11.0	-	-	-	17.615	5.986	-	-	-	1.13	0.967	-	-	-	1.699	-1.416	-	-	-	19.475	7.276	-	-	-	-1.0	1.0	-	-	-	2.0	535.031	252.53	123.874	0.865	2.435	-1.768	0.93	335.788	199.243	0	0	0	0	0	0
313	1239.426	1229.329	142.038	1.76	-1.691	144.623	134.442	431.493	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	402.434	253.666	111.999	1.674	1.126	1.499	-1.582	276.99	125.444	0	0	0	0	0	0
314	1045.856	986.131	37.472	1.907	-2.53	39.699	71.841	139.818	1.0	103.7	-11.0	-	-	-	-	76.2	-	-	-	-	0.825	-	-	-	-	-2.8	-	-	-	-	103.7	-	-	-	-	1.0	-	-	-	-	2.0	137.83	79.277	39.63	2.156	1.712	0.224	0.848	96.236	41.593	0	0	0	0	0	0
315	1394.32	1394.232	168.236	0.313	3.106	546.032	184.468	104.98	1.0	504.362	-11.0	-	-	-	-	131.665	-	-	-	-	2.877	-	-	-	-	0.239	-	-	-	-	504.362	-	-	-	-	1.0	-	-	-	-	2.0	133.903	79.505	27.779	1.266	2.462	-0.838	2.335	88.735	45.168	0	0	0	0	0	0
316	1000.832	926.771	212.094	1.104	2.256	237.552	266.771	108.933	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	450.952	308.759	100.984	1.855	1.735	-0.771	2.612	347.481	103.471	0	0	0	0	0	0
317	777.144	691.673	46.142	0.286	2.965	163.328	204.936	97.108	1.0	41.089	-13.0	-	-	-	-	40.804	-	-	-	-	1.453	-	-	-	-	0.153	-	-	-	-	41.089	-	-	-	-	1.0	-	-	-	-	2.0	303.219	94.861	80.09	2.682	1.21	-1.008	2.175	214.953	88.266	0	0	0	0	0	0
318	675.486	581.678	88.837	0.527	2.606	176.776	141.039	146.631	1.0	13.535	11.0	-	-	-	-	13.534	-	-	-	-	1.574	-	-	-	-	0.847	-	-	-	-	13.535	-	-	-	-	-1.0	-	-	-	-	2.0	280.866	142.68	58.086	2.427	1.371	-0.852	2.051	218.877	61.989	0	0	0	0	0	0
319	1150.073	1147.847	156.07	1.997	-2.475	171.421	61.466	117.313	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	559.39	336.512	183.085	1.282	1.728	0.802	-2.224	374.004	185.386	0	0	0	0	0	0
320	1396.82	1396.717	49.726	0.082	-1.035	610.312	607.867	112.348	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	624.048	82.429	38.198	2.972	2.851	2.416	-0.318	490.19	133.858	0	0	0	0	0	0
321	1400.131	1400.058	48.835	3.061	0.154	609.992	466.545	355.422	1.0	69.072	11.0	-	-	-	-	47.49	-	-	-	-	0.758	-	-	-	-	0.664	-	-	-	-	69.072	-	-	-	-	-1.0	-	-	-	-	2.0	608.259	86.824	70.065	0.165	1.085	2.757	-1.653	527.892	80.367	0	0	0	0	0	0
322	545.97	359.961	93.274	0.59	-1.251	167.721	121.902	76.159	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	212.051	87.229	59.563	2.373	2.261	1.221	3.03	133.219	78.832	0	0	0	0	0	0
323	1043.58	983.516	86.531	1.28	-0.893	90.319	121.535	192.461	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	468.59	230.164	153.137	1.159	2.261	2.627	-0.304	258.071	210.519	0	0	0	0	0	0
324	1101.624	1061.154	45.8	2.701	1.531	107.333	471.175	353.23	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	516.326	161.144	140.224	0.577	2.392	-0.645	2.768	296.645	219.682	0	0	0	0	0	0
325	1312.156	1309.435	123.255	2.212	-0.16	153.752	448.525	337.236	2.0	171.156	11.0	-11.0	-	-	-	66.057	18.957	-	-	-	0.652	0.31	-	-	-	-2.194	2.527	-	-	-	108.936	62.22	-	-	-	-1.0	1.0	-	-	-	2.0	320.637	64.987	46.91	2.727	0.303	2.297	2.541	162.227	158.41	0	0	0	0	0	0
