i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
1244	1338.496	1337.129	20.581	1.857	-3.081	21.457	736.266	581.982	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	314.263	19.976	18.519	3.01	0.117	-0.887	1.128	154.928	159.335	0	0	
1245	1305.707	1301.747	26.429	0.447	0.348	61.192	605.512	460.985	2.0	48.463	13.0	11.0	-	-	-	11.986	5.266	-	-	-	0.511	2.92	-	-	-	-0.88	2.489	-	-	-	24.517	23.946	-	-	-	-1.0	-1.0	-	-	-	2.0	839.639	92.281	76.866	0.2	2.93	-0.958	2.353	469.708	369.93	0	0	
1246	644.473	563.994	17.688	3.058	-0.498	212.051	395.34	141.87	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	392.761	93.941	83.503	0.343	2.125	1.782	-1.521	290.83	101.93	0	0	
1247	956.289	895.0	65.107	0.394	-1.334	169.634	205.305	640.553	2.0	14.143	11.0	-11.0	-	-	-	4.66	3.281	-	-	-	0.74	2.671	-	-	-	0.64	-1.164	-	-	-	6.912	7.231	-	-	-	-1.0	1.0	-	-	-	2.0	477.047	178.134	116.649	1.116	2.695	1.539	-1.752	198.456	278.591	0	0	
1248	1374.007	1373.928	28.569	2.951	-1.654	150.567	659.131	222.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	162.349	35.0	14.847	0.288	0.462	1.914	-0.307	126.036	36.313	0	0	
1249	1392.649	1392.554	12.809	2.931	0.952	61.415	459.619	930.309	1.0	7.178	11.0	-	-	-	-	2.172	-	-	-	-	0.307	-	-	-	-	-1.757	-	-	-	-	7.178	-	-	-	-	-1.0	-	-	-	-	2.0	557.997	113.36	102.031	0.38	2.713	-1.731	1.466	308.546	249.451	0	0	
1250	1400.588	1400.504	20.996	3.076	-2.131	319.573	339.425	871.349	1.0	43.205	13.0	-	-	-	-	16.307	-	-	-	-	2.755	-	-	-	-	1.545	-	-	-	-	43.205	-	-	-	-	-1.0	-	-	-	-	2.0	374.338	29.477	26.776	0.137	0.179	1.149	-1.619	217.613	156.725	0	0	
1251	1403.723	1403.653	13.328	3.102	2.972	340.74	291.02	1084.766	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	357.679	35.267	34.15	0.17	0.248	1.126	-1.63	212.287	145.392	0	0	
1252	1329.234	1327.522	168.49	1.366	2.865	172.097	753.11	547.521	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	906.445	521.603	353.132	1.418	1.887	-0.265	2.883	531.451	374.993	0	0	
1253	742.119	604.047	45.166	0.488	0.783	96.25	271.072	158.589	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	219.794	39.443	24.567	2.878	0.384	-1.785	2.866	152.649	67.144	0	0	
1254	803.035	533.249	72.857	2.863	-0.99	265.294	199.237	270.506	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	401.629	170.222	97.944	1.099	0.527	2.247	-0.823	204.393	197.236	0	0	
1255	1386.641	1386.453	43.261	2.68	0.155	97.092	644.276	438.868	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	716.708	64.369	59.586	2.936	0.15	-1.874	1.976	316.076	400.632	0	0	
1256	1187.671	1168.939	23.704	3.074	2.556	351.298	288.663	852.022	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	364.075	31.727	31.346	0.267	0.133	-1.756	0.615	120.603	243.472	0	0	
1257	1376.765	1376.609	19.291	2.823	-2.198	61.575	996.352	305.117	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	420.016	64.264	46.063	0.276	2.875	1.227	-1.797	243.914	176.102	0	0	
1258	1335.976	1334.193	46.357	1.188	-0.335	49.964	555.599	488.991	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	202.68	24.947	22.232	0.274	2.937	2.631	3.005	92.792	109.888	0	0	
1259	824.403	595.883	43.084	0.285	-3.08	153.366	374.573	183.542	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	235.328	88.634	46.831	1.687	2.812	0.238	-2.741	89.509	145.819	0	0	
1260	1381.022	1380.92	114.148	2.647	-0.328	240.44	170.498	484.318	1.0	39.879	-11.0	-	-	-	-	18.625	-	-	-	-	2.656	-	-	-	-	-0.325	-	-	-	-	39.879	-	-	-	-	1.0	-	-	-	-	2.0	912.411	291.884	159.286	0.518	2.601	2.776	-0.397	597.3	315.11	0	0	
1261	1318.075	1315.451	33.372	0.241	-1.548	139.811	620.129	406.95	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	919.769	115.693	83.479	2.919	0.218	1.371	-1.86	532.248	387.521	0	0	
1262	603.133	600.374	84.294	0.716	0.294	128.49	270.631	271.528	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	371.855	163.179	98.661	2.377	0.934	2.925	-0.648	243.404	128.452	0	0	
1263	814.068	765.755	38.529	2.995	-1.046	264.613	102.506	642.587	1.0	12.367	-11.0	-	-	-	-	3.564	-	-	-	-	0.292	-	-	-	-	2.341	-	-	-	-	12.367	-	-	-	-	1.0	-	-	-	-	2.0	427.248	86.241	51.615	0.263	2.511	2.195	-0.862	336.671	90.577	0	0	
1264	1367.516	1367.301	9.38	2.885	-2.785	36.908	449.603	504.237	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	111.525	31.007	21.65	2.308	0.327	0.298	-2.868	43.182	68.343	0	0	
1265	830.274	685.33	47.801	2.921	2.204	218.259	188.931	413.323	1.0	8.997	11.0	-	-	-	-	5.049	-	-	-	-	2.546	-	-	-	-	1.636	-	-	-	-	8.997	-	-	-	-	-1.0	-	-	-	-	2.0	320.752	76.233	30.769	0.291	2.508	-1.132	1.703	268.009	52.742	0	0	
1266	916.885	778.915	11.499	2.921	2.322	52.493	322.75	351.484	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	300.198	39.28	31.003	0.226	2.888	-1.48	1.433	176.013	124.186	0	0	
1267	820.353	581.958	36.946	1.347	2.365	37.893	200.346	212.548	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	166.89	41.864	24.876	0.54	2.834	-0.146	-2.221	83.2	83.689	0	0	
1268	1231.569	1220.781	37.448	1.667	-2.986	37.62	633.065	580.626	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	556.105	52.757	43.139	2.949	0.156	1.098	-1.266	276.934	279.172	0	0	
1269	1146.944	1119.769	47.868	0.117	0.696	409.563	94.262	447.167	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	954.704	138.759	95.952	2.936	0.357	-2.066	1.261	679.575	275.129	0	0	
1270	766.539	453.795	189.98	2.319	-0.765	259.289	226.339	114.663	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1025.099	236.927	53.342	0.391	3.009	2.496	-0.207	622.249	402.85	0	0	
1271	700.511	671.842	40.845	0.309	-2.122	134.328	189.787	343.456	1.0	6.879	-11.0	-	-	-	-	2.743	-	-	-	-	2.731	-	-	-	-	2.232	-	-	-	-	6.879	-	-	-	-	1.0	-	-	-	-	2.0	282.876	40.83	34.333	0.538	2.969	1.887	-0.117	82.978	199.898	0	0	
1272	289.053	215.855	53.582	0.639	1.037	89.902	61.785	82.014	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	111.595	33.843	20.999	1.55	2.861	-2.273	-1.831	34.383	77.212	0	0	
1273	1401.488	1401.407	143.476	0.612	-0.321	249.82	190.281	762.373	1.0	6.096	-11.0	-	-	-	-	3.263	-	-	-	-	0.565	-	-	-	-	-0.286	-	-	-	-	6.096	-	-	-	-	1.0	-	-	-	-	2.0	858.108	274.142	127.81	2.622	0.442	2.771	-0.429	554.345	303.762	0	0	
1274	736.357	330.598	29.95	0.68	-1.885	47.647	17.921	136.547	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	77.212	27.842	23.151	1.474	2.614	2.078	0.18	28.479	48.733	0	0	
1275	1221.911	1211.266	40.457	2.962	-2.175	227.098	311.146	886.98	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	292.672	96.182	78.565	0.835	0.523	1.887	-0.833	132.143	160.529	0	0	
1276	832.365	603.631	38.153	3.029	-1.037	340.734	233.208	334.594	1.0	24.476	-11.0	-	-	-	-	10.362	-	-	-	-	0.437	-	-	-	-	-2.638	-	-	-	-	24.476	-	-	-	-	1.0	-	-	-	-	2.0	534.336	100.893	100.024	0.248	2.108	-2.821	0.702	417.423	116.913	0	0	
1277	1088.784	1074.784	21.537	3.117	2.376	866.819	478.33	590.046	2.0	147.756	-11.0	11.0	-	-	-	11.086	10.512	-	-	-	0.133	0.165	-	-	-	-2.297	0.525	-	-	-	83.85	63.906	-	-	-	1.0	-1.0	-	-	-	2.0	486.134	43.062	36.115	0.167	0.162	0.498	-2.341	259.337	226.798	0	0	
1278	952.101	936.217	11.794	2.957	-1.228	64.371	119.571	170.903	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	167.307	15.771	13.993	2.836	0.123	0.885	-3.063	52.865	114.443	0	0	
1279	733.706	717.9	51.833	2.16	-1.296	62.351	230.903	302.675	2.0	19.448	11.0	-11.0	-	-	-	10.601	7.15	-	-	-	1.982	2.004	-	-	-	1.693	1.757	-	-	-	11.568	7.88	-	-	-	-1.0	1.0	-	-	-	2.0	382.7	179.005	138.449	1.99	0.861	1.708	-1.486	197.129	185.571	0	0	
1280	856.339	844.868	157.982	2.393	1.585	232.023	418.675	251.809	1.0	7.448	11.0	-	-	-	-	5.18	-	-	-	-	2.372	-	-	-	-	1.673	-	-	-	-	7.448	-	-	-	-	-1.0	-	-	-	-	2.0	535.888	289.796	131.813	0.881	2.054	-1.558	1.583	381.382	154.506	0	0	
1281	778.904	466.828	9.297	3.109	1.758	283.801	265.458	95.907	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	336.677	42.995	40.78	0.149	1.635	-2.607	0.319	295.021	41.656	0	0	
1282	1399.278	1399.18	11.36	0.492	-0.931	24.051	757.879	633.428	1.0	32.874	-13.0	-	-	-	-	17.913	-	-	-	-	2.565	-	-	-	-	2.712	-	-	-	-	32.874	-	-	-	-	1.0	-	-	-	-	2.0	781.538	194.159	182.467	0.517	2.635	-0.47	2.64	399.89	381.647	0	0	
1283	877.64	709.791	104.378	2.83	1.35	340.375	174.349	229.168	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	541.929	259.151	155.315	1.023	0.752	-1.713	1.481	309.375	232.554	0	0	
1284	1255.848	1249.641	136.42	2.466	-0.944	218.162	444.609	338.174	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	573.338	280.352	145.316	0.806	2.168	2.3	-0.746	394.573	178.765	0	0	
1285	1248.573	1239.164	46.278	2.871	1.526	172.935	182.284	967.705	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	504.103	46.287	30.259	0.139	2.96	-0.949	-2.853	335.115	168.988	0	0	
1286	779.06	476.841	14.061	0.519	-0.591	28.337	87.949	332.134	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	89.383	24.443	21.365	0.788	2.73	-2.677	1.074	35.002	54.381	0	0	
1287	954.243	848.675	11.712	3.093	-2.504	241.154	491.655	346.51	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	560.788	232.474	223.516	1.529	0.769	1.321	-1.787	236.085	324.702	0	0	
1288	1333.583	1332.163	13.89	0.106	1.548	131.491	453.399	637.82	2.0	167.449	11.0	11.0	-	-	-	27.191	6.615	-	-	-	0.227	2.999	-	-	-	0.901	-2.463	-	-	-	120.835	46.614	-	-	-	-1.0	-1.0	-	-	-	2.0	550.552	63.221	56.483	0.232	2.93	0.858	-2.066	275.714	274.837	0	0	
1289	1294.828	1290.803	48.838	2.906	0.851	209.29	383.625	485.358	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	999.139	113.042	81.153	0.19	2.933	-1.609	1.921	600.806	398.333	0	0	
1290	964.101	859.499	216.889	2.257	-3.063	280.269	510.886	97.665	1.0	7.454	11.0	-	-	-	-	6.262	-	-	-	-	0.998	-	-	-	-	3.04	-	-	-	-	7.454	-	-	-	-	-1.0	-	-	-	-	2.0	526.706	340.525	123.75	1.398	0.808	0.059	-3.117	352.485	174.221	0	0	
1291	828.077	609.919	38.145	3.05	2.341	416.982	121.391	285.323	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	649.42	238.939	200.917	1.138	0.583	-0.874	2.254	276.719	372.701	0	0	
1292	828.19	804.349	34.7	0.203	2.385	172.227	408.264	260.794	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	335.876	93.804	59.667	2.747	0.813	-0.613	2.612	248.49	87.386	0	0	
1293	1314.111	1314.045	64.269	0.304	2.072	214.741	447.652	546.462	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	862.966	159.585	98.05	2.837	0.314	-1.297	1.696	541.055	321.912	0	0	
1294	1134.625	1133.374	11.098	0.048	-1.922	229.067	245.128	323.954	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	241.489	29.613	19.742	2.988	2.656	1.6	-1.332	198.06	43.429	0	0	
1295	600.476	595.042	30.624	2.925	-2.751	142.271	158.875	301.373	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	318.231	63.847	34.378	0.287	2.725	0.591	-2.373	231.674	86.557	0	0	
1296	1359.036	1358.373	29.341	2.914	-2.964	129.878	737.371	293.117	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	502.726	76.282	53.948	0.247	2.843	0.747	-2.096	316.26	186.466	0	0	
1297	721.611	589.564	26.176	2.941	0.656	131.149	215.177	346.12	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	357.443	100.905	81.198	2.244	0.371	-1.858	1.474	130.185	227.259	0	0	
1298	1042.26	980.582	27.519	2.508	-1.169	46.498	336.488	461.485	1.0	6.133	11.0	-	-	-	-	0.995	-	-	-	-	0.163	-	-	-	-	2.587	-	-	-	-	6.133	-	-	-	-	-1.0	-	-	-	-	2.0	116.348	20.488	8.712	0.271	2.906	2.19	1.441	77.75	38.598	0	0	
1299	762.433	406.51	22.74	0.056	-2.021	408.667	46.67	278.903	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	458.217	70.685	57.89	2.959	1.992	1.953	-0.893	390.502	67.715	0	0	
1300	1341.863	1340.74	42.534	0.238	1.155	180.317	899.806	272.339	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	544.885	62.162	25.146	2.968	0.139	-1.68	1.998	362.581	182.304	0	0	
1301	1225.153	1213.049	116.097	0.732	-0.081	173.701	425.836	491.293	1.0	6.481	-11.0	-	-	-	-	3.837	-	-	-	-	0.634	-	-	-	-	-0.284	-	-	-	-	6.481	-	-	-	-	1.0	-	-	-	-	2.0	597.33	211.697	95.703	2.548	0.479	3.032	-0.144	383.207	214.123	0	0	
1302	814.39	757.626	42.235	2.963	-0.986	237.334	212.228	403.243	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	245.255	44.81	16.69	0.313	0.174	2.537	0.624	146.879	98.376	0	0	
1303	1398.31	1398.24	49.197	0.813	-0.992	67.747	378.366	910.273	1.0	18.013	11.0	-	-	-	-	6.85	-	-	-	-	0.39	-	-	-	-	-1.322	-	-	-	-	18.013	-	-	-	-	-1.0	-	-	-	-	2.0	1044.954	150.298	113.007	2.859	0.233	1.629	-1.723	546.52	498.434	0	0	
1304	1307.403	1304.726	66.428	2.805	0.913	201.107	693.591	195.835	1.0	9.116	11.0	-	-	-	-	5.336	-	-	-	-	0.625	-	-	-	-	-0.452	-	-	-	-	9.116	-	-	-	-	-1.0	-	-	-	-	2.0	806.862	275.215	263.783	2.17	0.61	2.777	-0.608	339.1	467.762	0	0	
1305	1396.787	1396.712	51.223	0.244	0.318	211.687	860.523	200.984	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	275.52	40.065	16.448	2.973	0.497	-3.091	-2.124	239.415	36.105	0	0	
1306	413.99	274.977	77.126	1.897	-0.008	81.429	97.47	139.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	121.865	39.367	37.858	2.213	0.598	3.084	-3.097	53.674	68.191	0	0	
1307	1047.74	989.714	65.174	2.997	-2.032	451.065	46.851	622.756	1.0	8.244	11.0	-	-	-	-	5.111	-	-	-	-	0.669	-	-	-	-	-2.052	-	-	-	-	8.244	-	-	-	-	-1.0	-	-	-	-	2.0	624.971	247.877	182.729	0.753	0.787	1.085	-2.066	362.679	262.292	0	0	
1308	1235.715	1224.879	75.096	1.775	-1.656	76.692	752.509	276.443	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	483.801	269.612	195.217	1.741	1.264	1.602	-1.495	277.78	206.021	0	0	
1309	766.718	597.042	20.584	0.074	0.549	276.649	101.746	479.949	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	433.161	88.338	79.867	2.876	1.025	2.653	-0.712	337.095	96.066	0	0	
1310	1317.608	1315.082	144.115	2.833	1.827	474.978	201.42	695.215	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	479.718	101.599	51.94	0.3	0.398	-1.562	-0.816	344.539	135.179	0	0	
1311	688.547	498.785	26.576	0.247	-2.786	108.532	272.965	54.855	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	201.079	52.588	26.111	2.79	0.601	0.295	-2.909	154.055	47.023	0	0	
1312	1400.945	1400.876	26.512	0.287	0.356	93.626	613.958	316.218	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	167.653	31.336	18.314	2.892	0.506	-2.163	1.985	127.755	39.897	0	0	
1313	1283.34	1277.945	9.722	0.13	2.832	75.032	353.731	761.595	2.0	119.132	-11.0	11.0	-	-	-	102.005	6.643	-	-	-	1.983	2.125	-	-	-	0.788	1.036	-	-	-	111.318	7.814	-	-	-	1.0	-1.0	-	-	-	2.0	807.164	376.952	372.97	2.0	1.314	0.827	-2.291	418.041	389.122	0	0	
1314	863.062	680.077	52.778	0.523	-2.413	105.582	135.559	127.619	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	214.67	30.627	27.415	2.935	0.463	1.133	0.273	150.419	64.251	0	0	
1315	825.534	698.18	30.551	2.201	0.826	37.824	200.867	339.528	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	382.371	58.04	34.244	2.815	0.175	-1.826	1.748	181.976	200.395	0	0	
1316	1093.154	1049.093	34.135	3.081	2.523	562.55	565.78	422.285	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	601.577	118.481	88.746	0.377	0.326	-0.182	3.124	324.033	277.544	0	0	
1317	945.884	928.213	72.96	0.267	-2.621	276.132	122.446	731.813	1.0	32.223	-13.0	-	-	-	-	4.985	-	-	-	-	2.986	-	-	-	-	1.516	-	-	-	-	32.223	-	-	-	-	1.0	-	-	-	-	2.0	752.56	67.801	67.415	3.007	0.282	1.517	-0.485	507.738	244.822	0	0	
1318	1300.28	1300.003	90.905	2.496	-0.114	151.005	826.464	454.203	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	385.203	161.013	73.912	0.656	2.447	2.834	-0.547	264.949	120.254	0	0	
1319	1163.189	1142.065	54.88	0.39	2.063	144.314	902.38	207.243	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	373.396	41.354	28.604	2.977	0.244	-0.543	-1.908	252.232	121.164	0	0	
1320	813.98	586.32	28.273	1.966	-0.341	30.631	118.056	244.979	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	64.315	16.266	12.28	2.5	0.351	2.681	2.96	28.001	36.314	0	0	
1321	1354.683	1353.672	11.311	0.039	-1.044	292.48	707.127	399.614	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	297.101	28.238	18.425	2.962	3.008	1.688	-1.701	158.847	138.254	0	0	
1322	1323.265	1321.398	29.133	2.012	-2.049	32.223	366.597	477.353	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1133.4	130.34	111.691	2.905	0.198	1.88	-1.076	557.603	575.797	0	0	
1323	805.024	726.878	42.825	1.254	2.988	45.068	136.258	333.553	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	304.631	45.579	42.803	2.848	0.303	0.856	-1.276	158.077	146.554	0	0	
1324	1378.134	1378.048	16.298	0.039	-1.006	413.705	333.941	923.38	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	420.542	38.357	22.872	3.0	2.984	2.377	-0.592	272.632	147.91	0	0	
1325	1400.11	1400.02	13.075	0.06	-0.546	219.878	782.915	499.665	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	231.025	27.088	18.337	2.954	2.907	1.956	-1.625	149.299	81.725	0	0	
1326	1278.076	1272.499	71.401	0.386	-1.901	189.489	799.351	302.684	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	968.564	334.312	263.408	2.511	0.75	1.346	-1.768	574.708	393.857	0	0	
1327	723.932	276.168	68.932	2.58	-1.332	129.402	54.091	183.147	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	846.435	147.702	81.454	2.738	0.177	2.015	-0.953	377.804	468.631	0	0	
1328	951.385	837.451	12.508	0.072	-0.619	172.918	599.237	163.18	1.0	11.019	-11.0	-	-	-	-	4.466	-	-	-	-	0.417	-	-	-	-	1.314	-	-	-	-	11.019	-	-	-	-	1.0	-	-	-	-	2.0	479.509	68.362	67.606	0.46	2.927	1.104	-2.222	160.849	318.66	0	0	
1329	815.71	815.65	61.645	2.442	-0.202	95.713	366.142	375.274	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	503.16	58.244	33.458	0.203	2.984	-2.781	1.748	290.303	212.856	0	0	
1330	568.647	446.523	29.85	3.007	0.545	222.215	243.878	169.901	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	306.488	64.44	40.867	0.255	2.156	-2.095	1.405	256.667	49.821	0	0	
1331	1400.078	1400.006	42.314	1.023	0.061	49.557	501.948	628.553	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	234.923	36.634	24.491	2.858	0.24	-2.466	2.162	131.661	103.262	0	0	
