i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
826	506.844	92.3	15.219	3.067	2.491	205.31	92.3	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	218.113	34.189	20.296	0.428	0.155	-0.968	1.937	84.456	133.656	0	0	0	0	0	0
827	112.071	76.922	11.456	0.289	-2.787	40.178	76.922	135.905	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	56.283	23.643	12.392	2.442	2.269	0.491	-2.524	39.548	16.735	0	0	0	0	0	0
828	321.788	82.948	163.617	2.88	-1.569	631.671	82.948	0.007	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	814.874	237.465	76.291	0.34	2.239	1.476	-1.876	714.71	100.164	0	0	0	0	0	0
829	147.186	91.399	24.993	0.23	-2.677	109.503	91.399	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	231.281	58.033	33.055	0.912	2.927	0.49	-2.632	76.06	155.221	0	0	0	0	0	0
830	694.195	91.657	19.475	0.225	3.013	87.172	91.657	154.643	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	112.571	15.122	9.625	2.984	0.754	-0.635	0.736	97.371	15.2	0	0	0	0	0	0
831	209.048	117.681	13.81	2.903	1.411	58.485	117.681	-0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	77.558	23.378	9.586	1.293	0.189	-1.763	1.331	25.916	51.642	0	0	0	0	0	0
832	706.555	120.771	27.801	0.363	-0.019	78.326	120.771	6.885	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	84.606	25.211	8.914	2.778	2.239	-2.837	2.004	71.982	12.624	0	0	0	0	0	0
833	268.299	90.71	22.122	1.224	-1.027	23.526	90.71	0.02	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	26.171	13.378	8.845	2.177	1.428	2.192	1.998	17.153	9.018	0	0	0	0	0	0
834	415.463	91.42	16.231	0.082	2.461	198.058	91.42	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	212.304	34.625	21.661	2.939	2.504	-0.193	-2.977	175.151	37.154	0	0	0	0	0	0
835	499.607	92.58	50.159	2.039	2.61	56.194	92.58	338.097	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	175.973	39.686	13.315	0.401	2.949	-0.347	-1.111	103.828	72.145	0	0	0	0	0	0
836	569.03	91.358	17.665	2.832	-2.644	57.93	91.358	612.623	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	101.284	27.131	9.522	0.355	2.656	0.544	-2.509	79.452	21.831	0	0	0	0	0	0
837	392.473	95.237	22.569	0.304	-2.938	75.415	95.237	0.002	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	84.86	26.011	13.143	2.625	2.676	0.733	-1.358	54.894	29.967	0	0	0	0	0	0
838	700.749	90.928	27.709	0.078	2.199	355.737	90.928	0.04	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	360.235	39.191	11.504	2.998	3.005	-0.921	2.272	275.465	84.77	0	0	0	0	0	0
839	429.74	85.091	3.986	3.131	1.349	374.223	85.091	4.201	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	384.653	40.426	37.611	0.256	0.17	-1.042	2.172	161.227	223.426	0	0	0	0	0	0
840	930.887	891.716	126.796	0.85	-0.14	168.719	891.716	11.346	1.0	5.393	11.0	-	-	-	-	2.885	-	-	-	-	2.577	-	-	-	-	2.052	-	-	-	-	5.393	-	-	-	-	-1.0	-	-	-	-	2.0	241.58	101.27	74.291	1.563	2.556	-2.655	2.077	104.522	137.058	0	0	0	0	0	0
841	699.483	92.051	16.339	0.149	-2.981	110.434	92.051	119.768	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	121.457	26.658	10.521	2.886	2.182	0.259	-2.729	107.121	14.335	0	0	0	0	0	0
842	315.6	125.44	17.472	2.71	-1.761	41.808	125.44	0.074	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	57.065	21.118	15.815	0.647	1.006	0.556	2.752	36.553	20.513	0	0	0	0	0	0
843	722.977	246.388	29.406	0.047	-0.312	630.342	246.388	0.002	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	666.506	104.048	103.759	2.85	2.791	1.411	-2.015	362.893	303.613	0	0	0	0	0	0
844	282.082	93.501	18.578	0.137	1.54	136.251	93.501	19.645	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	148.315	35.286	16.737	2.587	2.93	-1.563	1.622	67.938	80.377	0	0	0	0	0	0
845	700.467	90.844	16.547	3.092	1.7	330.835	90.844	0.002	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	339.247	37.098	20.657	0.156	0.216	-1.526	1.548	239.939	99.308	0	0	0	0	0	0
846	505.157	91.888	21.383	1.642	1.593	21.437	91.888	0.112	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	27.015	14.091	7.931	1.911	0.884	-1.369	-1.872	15.735	11.28	0	0	0	0	0	0
847	95.303	90.969	29.11	1.168	-2.976	31.641	90.969	29.259	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	36.565	17.304	13.887	1.847	2.065	-0.162	0.578	19.493	17.072	0	0	0	0	0	0
848	680.849	91.945	5.96	0.01	0.435	576.287	91.945	0.773	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	585.509	44.991	42.067	2.993	2.99	2.577	-0.684	305.242	280.267	0	0	0	0	0	0
849	158.053	85.146	4.295	3.112	-1.451	145.042	85.146	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	175.022	48.114	43.851	0.495	0.665	1.574	-1.579	103.406	71.616	0	0	0	0	0	0
850	106.048	87.711	9.993	2.935	1.78	48.618	87.711	961.789	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	83.5	32.856	26.637	1.331	0.593	-2.135	0.742	34.692	48.808	0	0	0	0	0	0
851	455.382	93.492	9.081	1.899	0.135	9.591	93.492	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	38.62	9.494	9.483	0.518	2.531	-1.936	2.204	20.446	18.174	0	0	0	0	0	0
852	911.926	767.702	20.566	3.081	2.303	340.52	767.702	0.046	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	640.177	267.719	253.103	1.193	0.825	-1.591	1.495	292.698	347.479	0	0	0	0	0	0
853	657.262	94.947	21.669	0.4	0.636	55.628	94.947	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	92.541	30.022	9.359	2.716	0.559	-2.34	1.193	73.27	19.271	0	0	0	0	0	0
854	439.241	89.216	27.918	0.391	-0.405	73.224	89.216	0.002	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	80.611	32.589	7.12	2.648	2.357	2.915	0.543	69.847	10.764	0	0	0	0	0	0
855	617.536	90.476	11.421	0.42	1.571	27.98	90.476	-0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	34.646	10.111	9.004	2.654	2.196	-2.426	-0.56	22.367	12.279	0	0	0	0	0	0
856	700.06	91.666	21.943	2.107	0.815	25.52	91.666	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	39.805	14.087	10.071	2.009	0.474	-2.687	-1.811	16.422	23.382	0	0	0	0	0	0
857	558.047	93.655	63.097	0.313	-2.422	204.725	93.655	0.007	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1119.136	412.178	349.499	2.45	0.857	0.613	-2.547	647.047	472.089	0	0	0	0	0	0
858	434.959	91.486	20.72	2.951	-3.013	109.304	91.486	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	119.907	24.444	17.302	0.34	0.425	0.898	-1.258	75.774	44.133	0	0	0	0	0	0
859	110.015	90.554	6.056	0.142	2.478	42.888	90.554	95.804	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	92.578	35.764	31.233	2.469	1.493	-1.331	1.691	60.318	32.26	0	0	0	0	0	0
860	629.244	91.828	29.108	0.121	-1.566	241.369	91.828	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	247.672	38.172	9.067	2.947	2.945	1.568	-1.597	200.33	47.342	0	0	0	0	0	0
861	623.949	91.232	24.987	0.08	3.055	311.689	91.232	1.191	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	322.442	42.549	18.054	2.926	2.988	-0.215	2.749	200.841	121.601	0	0	0	0	0	0
862	699.722	91.255	27.531	0.351	-1.077	80.14	91.255	1.341	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	100.558	25.898	7.976	2.836	0.863	2.358	0.845	89.113	11.445	0	0	0	0	0	0
863	703.234	68.454	4.358	3.121	0.629	212.827	68.454	4.308	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	215.995	17.379	13.607	0.133	0.164	-2.055	1.229	131.811	84.184	0	0	0	0	0	0
864	705.758	91.422	3.949	3.036	-1.799	37.513	91.422	0.091	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	49.354	13.656	12.075	0.844	0.448	2.365	-0.494	19.385	29.969	0	0	0	0	0	0
865	699.869	91.714	3.045	3.129	0.79	249.009	91.714	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	253.755	21.808	19.527	0.155	0.176	-3.028	0.015	141.206	112.549	0	0	0	0	0	0
866	698.215	92.39	25.024	2.793	2.953	73.327	92.39	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	81.427	25.905	11.201	0.456	0.608	-0.631	1.238	60.711	20.717	0	0	0	0	0	0
867	1367.305	1367.015	447.323	1.066	-2.769	510.992	1367.015	0.024	2.0	223.139	11.0	11.0	-	-	-	180.848	16.089	-	-	-	2.079	1.517	-	-	-	0.377	-2.785	-	-	-	207.026	16.113	-	-	-	-1.0	-1.0	-	-	-	2.0	641.357	326.749	212.618	2.091	1.002	0.377	-2.758	377.77	263.586	0	0	0	0	0	0
868	594.515	92.295	20.497	3.074	3.121	304.961	92.295	4.164	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	312.772	37.641	26.887	0.19	0.244	0.743	-1.843	201.305	111.467	0	0	0	0	0	0
869	93.122	88.163	4.064	0.124	2.934	32.837	88.163	30.282	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	103.669	44.336	40.989	1.45	2.318	-0.784	2.304	46.319	57.35	0	0	0	0	0	0
870	705.3	54.983	13.765	3.016	2.332	110.259	54.983	5.106	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	117.17	17.828	11.795	0.206	0.456	-1.532	0.728	88.472	28.699	0	0	0	0	0	0
871	699.858	89.355	342.496	2.47	2.475	550.342	89.355	7.695	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	765.502	403.573	61.488	0.663	2.524	-0.685	2.35	657.079	108.423	0	0	0	0	0	0
872	805.756	547.661	4.467	0.014	-0.862	319.741	547.661	0.123	1.0	89.565	13.0	-	-	-	-	62.905	-	-	-	-	2.363	-	-	-	-	1.854	-	-	-	-	89.565	-	-	-	-	-1.0	-	-	-	-	2.0	336.969	150.111	79.635	2.418	2.322	-1.31	1.835	227.644	109.325	0	0	0	0	0	0
873	510.763	91.865	8.184	0.02	-1.465	399.933	91.865	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	411.091	40.269	39.806	2.852	2.992	0.264	-3.082	142.016	269.075	0	0	0	0	0	0
874	223.042	92.575	21.307	1.87	2.429	22.297	92.575	6.178	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	272.162	106.087	88.386	0.837	2.36	-0.181	3.083	144.145	128.016	0	0	0	0	0	0
875	1208.592	1193.749	22.328	2.954	0.778	119.878	1193.749	0.004	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	687.143	290.543	268.543	0.861	2.028	-2.529	0.599	386.771	300.372	0	0	0	0	0	0
876	579.034	93.732	126.422	0.462	2.304	283.495	93.732	2.041	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1052.368	415.237	288.87	2.46	0.842	-0.812	2.34	661.098	391.269	0	0	0	0	0	0
877	882.586	743.783	41.056	2.948	1.494	213.187	743.783	0.252	1.0	45.445	-11.0	-	-	-	-	28.837	-	-	-	-	0.687	-	-	-	-	1.562	-	-	-	-	45.445	-	-	-	-	1.0	-	-	-	-	2.0	354.321	180.595	100.468	1.41	0.647	-1.589	1.573	184.471	169.85	0	0	0	0	0	0
878	471.549	92.647	12.136	0.038	-0.794	319.52	92.647	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	331.179	40.006	28.358	2.784	3.009	2.109	-1.134	116.172	215.007	0	0	0	0	0	0
879	1327.539	1326.889	170.551	1.633	-0.903	170.876	1326.889	26.116	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	685.528	326.037	241.362	1.038	2.217	3.043	0.436	381.24	304.288	0	0	0	0	0	0
880	88.663	88.111	13.407	0.483	1.04	28.875	88.111	-0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	73.906	26.931	14.986	2.566	0.754	-1.76	1.686	51.008	22.898	0	0	0	0	0	0
881	473.52	91.626	30.655	2.453	2.117	48.241	91.626	0.604	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	73.461	31.31	10.881	0.588	2.298	-1.377	0.43	57.931	15.53	0	0	0	0	0	0
882	692.543	91.006	25.265	2.601	-2.647	49.066	91.006	175.002	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	51.67	18.317	8.672	0.516	0.725	0.252	1.025	37.78	13.89	0	0	0	0	0	0
883	382.799	97.48	1.063	0.004	0.218	249.615	97.48	381.958	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	260.083	28.567	28.148	2.999	2.636	2.211	-0.965	201.592	58.491	0	0	0	0	0	0
884	476.749	85.616	23.707	0.287	-2.217	83.758	85.616	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	91.015	20.07	15.425	2.621	2.814	0.224	1.922	41.284	49.731	0	0	0	0	0	0
885	966.108	897.095	284.801	2.124	-1.546	334.701	897.095	2.699	2.0	21.292	13.0	-13.0	-	-	-	11.424	9.817	-	-	-	1.494	1.514	-	-	-	2.442	2.5	-	-	-	11.458	9.834	-	-	-	-1.0	1.0	-	-	-	2.0	562.765	268.806	244.763	1.509	0.998	2.476	0.446	270.85	291.914	0	0	0	0	0	0
886	507.831	91.933	9.253	3.109	-2.918	283.356	91.933	308.009	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	295.792	34.213	32.781	0.264	0.206	-1.056	1.812	134.146	161.646	0	0	0	0	0	0
887	706.534	90.54	261.133	1.973	-1.294	283.839	90.54	15.783	1.0	55.584	-11.0	-	-	-	-	51.452	-	-	-	-	1.959	-	-	-	-	-1.34	-	-	-	-	55.584	-	-	-	-	1.0	-	-	-	-	2.0	1140.932	666.945	354.406	1.134	2.039	1.842	-1.299	737.145	403.787	0	0	0	0	0	0
888	405.154	88.678	5.87	0.315	-2.411	18.956	88.678	24.283	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	25.811	10.868	4.999	2.42	2.42	0.746	-2.377	17.453	8.358	0	0	0	0	0	0
889	1182.694	1162.576	144.875	1.678	-2.58	145.705	1162.576	0.0	1.0	6.904	-11.0	-	-	-	-	6.075	-	-	-	-	1.076	-	-	-	-	-2.198	-	-	-	-	6.904	-	-	-	-	1.0	-	-	-	-	2.0	462.492	282.097	140.845	1.821	1.015	0.719	-2.261	294.213	168.279	0	0	0	0	0	0
890	131.538	92.75	11.909	0.777	1.026	16.988	92.75	280.926	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	39.989	13.183	8.661	2.596	0.734	-2.814	-0.755	25.978	14.011	0	0	0	0	0	0
891	700.253	89.509	34.007	3.043	2.692	345.1	89.509	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	351.074	44.758	11.076	0.158	0.177	-0.518	2.412	287.601	63.473	0	0	0	0	0	0
892	695.999	242.403	34.417	0.086	-1.678	399.738	242.403	1.376	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	407.959	47.593	20.179	2.973	2.973	1.084	-2.743	285.241	122.718	0	0	0	0	0	0
893	1245.841	1236.589	321.887	2.127	0.094	378.938	1236.589	0.0	3.0	72.379	11.0	-11.0	-11.0	-	-	60.255	6.199	5.123	-	-	1.635	1.322	1.986	-	-	0.158	3.126	0.423	-	-	60.38	6.397	5.601	-	-	-1.0	1.0	1.0	-	-	2.0	773.133	514.04	193.155	1.152	1.719	-3.0	0.223	570.934	202.199	0	0	0	0	0	0
894	701.098	89.852	27.142	3.05	-0.62	296.526	89.852	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	302.234	39.412	12.862	0.165	0.214	2.639	-0.251	239.95	62.284	0	0	0	0	0	0
895	700.943	91.884	33.668	2.744	-2.624	86.915	91.884	0.065	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	93.172	23.942	14.618	0.408	0.533	0.904	-0.148	61.957	31.215	0	0	0	0	0	0
896	675.305	89.153	1.717	0.003	-0.81	550.775	89.153	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	561.796	40.309	39.651	3.013	2.977	-2.794	0.387	317.248	244.548	0	0	0	0	0	0
897	691.468	90.8	29.276	3.062	2.324	366.347	90.8	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	376.278	50.662	21.831	0.235	0.141	-0.932	2.057	219.266	157.012	0	0	0	0	0	0
898	668.346	98.067	9.55	3.121	0.049	474.424	98.067	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	486.449	47.452	38.404	0.185	0.173	-2.8	0.413	260.452	225.997	0	0	0	0	0	0
899	1279.611	1274.887	61.3	0.274	-0.347	226.342	1274.887	0.006	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	606.025	136.948	109.632	2.797	0.589	-2.593	1.0	406.767	199.258	0	0	0	0	0	0
900	396.66	89.229	19.687	2.991	2.742	131.082	89.229	3.69	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	137.471	27.799	8.433	0.379	0.14	-0.498	2.412	75.897	61.574	0	0	0	0	0	0
901	609.445	92.533	11.055	2.913	1.846	48.776	92.533	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	55.564	13.105	10.871	0.48	0.453	-0.377	-2.577	29.149	26.415	0	0	0	0	0	0
902	685.349	92.162	11.291	0.028	1.948	405.863	92.162	175.225	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	413.971	37.895	28.231	2.981	2.978	-1.654	1.308	239.508	174.463	0	0	0	0	0	0
903	700.721	90.686	10.884	3.108	1.769	325.05	90.686	0.263	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	332.224	33.199	23.658	0.179	0.166	-1.789	1.166	187.889	144.335	0	0	0	0	0	0
904	353.22	91.677	10.587	2.943	-2.509	53.78	91.677	0.79	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	72.708	22.848	13.454	1.005	0.339	0.99	-1.872	28.944	43.765	0	0	0	0	0	0
905	732.548	695.419	30.203	0.433	1.53	71.928	695.419	462.025	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	290.19	70.25	42.504	0.633	2.883	-1.301	2.059	120.862	169.328	0	0	0	0	0	0
906	730.71	624.273	77.659	2.872	-1.833	291.354	624.273	78.129	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	410.555	140.056	62.408	0.43	1.947	1.298	-1.858	342.424	68.131	0	0	0	0	0	0
907	699.019	130.88	3.097	0.034	-0.726	91.539	130.88	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	94.858	9.94	8.938	2.673	3.018	-2.778	0.676	22.361	72.497	0	0	0	0	0	0
908	696.465	88.791	21.913	3.053	-0.271	246.625	88.791	0.441	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	255.44	31.923	23.843	0.245	0.2	-2.57	1.328	132.601	122.839	0	0	0	0	0	0
909	659.979	107.877	73.837	2.921	1.863	338.173	107.877	1.712	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	930.781	72.608	43.322	0.116	2.996	-1.879	-0.035	631.619	299.162	0	0	0	0	0	0
910	700.266	89.89	467.532	1.643	-2.275	468.768	89.89	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1029.596	743.821	277.901	1.505	1.624	0.918	-2.139	746.665	282.931	0	0	0	0	0	0
911	681.948	60.521	14.341	0.171	-2.631	84.307	60.521	57.602	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	87.595	12.691	8.089	2.944	2.754	1.106	-0.567	64.811	22.784	0	0	0	0	0	0
912	223.073	140.172	9.004	0.059	2.421	151.603	140.172	2.236	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	172.338	29.172	20.542	2.946	1.76	-0.479	2.768	150.797	21.541	0	0	0	0	0	0
