i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
424	1393.346	1393.276	43.338	0.338	1.161	130.629	81.573	84.043	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	166.613	32.852	10.833	2.911	0.58	-2.053	-1.76	145.078	21.535	0	0	
425	1332.227	1331.016	154.496	2.836	2.367	513.043	83.324	1047.356	1.0	346.174	11.0	-	-	-	-	85.043	-	-	-	-	0.248	-	-	-	-	-0.877	-	-	-	-	346.174	-	-	-	-	-1.0	-	-	-	-	2.0	174.061	49.744	23.263	0.646	0.262	-0.462	-1.061	84.129	89.932	0	0	
426	1364.158	1363.763	59.791	2.341	0.596	83.292	79.421	1125.849	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	89.7	39.775	24.693	0.927	0.72	-2.843	-2.054	51.242	38.458	0	0	
427	1373.454	1373.226	108.166	0.879	0.809	140.496	80.877	1167.222	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	152.511	86.978	26.965	2.357	1.666	-2.505	-1.747	123.934	28.577	0	0	
428	1402.766	1402.696	45.178	2.692	-1.761	104.059	61.64	1263.285	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	123.167	59.257	16.711	0.635	0.899	1.207	-2.423	101.23	21.937	0	0	
429	1382.804	1382.702	246.508	1.538	3.063	246.637	77.821	1061.13	1.0	474.964	11.0	-	-	-	-	300.585	-	-	-	-	0.685	-	-	-	-	-2.855	-	-	-	-	474.964	-	-	-	-	-1.0	-	-	-	-	2.0	258.793	181.897	70.756	1.685	1.391	0.058	-0.435	185.168	73.625	0	0	
430	866.477	727.573	39.79	3.075	-1.399	599.894	73.898	527.439	1.0	506.924	11.0	-	-	-	-	143.8	-	-	-	-	0.288	-	-	-	-	-3.05	-	-	-	-	506.924	-	-	-	-	-1.0	-	-	-	-	2.0	196.313	134.508	23.159	0.96	1.015	0.502	-0.56	167.746	28.567	0	0	
431	1405.408	1405.337	21.631	2.085	-2.037	24.839	80.144	1303.754	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	50.178	34.466	13.403	1.31	1.349	0.963	-2.408	36.214	13.964	0	0	
432	1028.125	1018.337	31.712	0.939	-1.082	39.286	80.741	927.137	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.761	34.35	4.397	2.499	0.191	1.953	-2.064	59.578	23.184	0	0	
433	939.882	822.133	12.43	0.35	1.88	36.201	79.339	78.032	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	123.183	21.972	11.773	2.856	0.281	-0.841	2.746	80.514	42.669	0	0	
434	1395.377	1395.307	86.209	2.027	3.054	96.013	92.7	1225.652	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	105.096	64.775	22.292	1.279	0.773	-0.006	-0.328	70.822	34.274	0	0	
435	1384.751	1384.646	15.006	0.995	-0.057	17.889	42.683	1335.36	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	40.776	20.733	10.524	2.204	1.091	2.579	-1.326	27.569	13.207	0	0	
436	1095.003	1073.725	40.449	3.057	-0.204	477.785	78.783	586.386	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	763.557	67.988	51.677	0.111	2.776	-2.485	1.291	615.564	147.993	0	0	
437	1033.345	968.297	365.487	0.89	-0.353	470.365	82.654	825.1	1.0	151.642	-11.0	-	-	-	-	117.787	-	-	-	-	2.252	-	-	-	-	2.75	-	-	-	-	151.642	-	-	-	-	1.0	-	-	-	-	2.0	214.579	135.507	31.465	2.136	2.32	2.64	-2.263	169.984	44.595	0	0	
438	938.117	819.848	34.432	0.246	-1.933	141.529	80.699	78.882	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	151.1	45.88	12.925	2.773	2.535	1.058	-2.496	127.984	23.116	0	0	
439	943.222	882.556	40.493	0.815	2.32	55.645	85.946	80.997	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	228.545	30.99	20.086	0.329	2.987	-1.326	0.021	97.583	130.962	0	0	
440	660.765	615.814	78.589	2.604	-1.352	153.572	78.859	441.085	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	167.482	42.117	37.425	0.343	1.215	1.643	1.954	126.345	41.136	0	0	
441	834.759	619.716	29.915	0.542	-0.813	57.974	81.332	365.946	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	84.466	47.068	17.253	2.146	2.408	2.378	-0.677	57.422	27.044	0	0	
442	1401.224	1401.145	17.372	0.214	-0.003	81.751	80.285	80.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	835.54	96.371	80.261	2.929	0.215	-2.796	0.419	458.652	376.888	0	0	
443	1234.987	1224.642	17.948	2.024	2.253	19.96	80.449	79.996	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	63.151	13.165	6.738	2.648	0.2	-0.579	-1.527	28.434	34.718	0	0	
444	1321.742	1319.539	72.306	0.442	1.938	168.972	79.864	1157.854	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	195.531	47.594	24.713	2.845	1.45	-1.206	-1.198	169.169	26.361	0	0	
445	1180.822	1161.317	38.233	1.354	-1.589	39.148	80.259	1045.47	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	71.5	24.768	18.494	2.473	0.679	1.968	0.983	41.686	29.813	0	0	
446	883.802	875.176	66.93	1.523	-1.571	67.008	81.472	755.81	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	87.717	62.302	15.98	1.394	2.303	1.334	2.731	64.168	23.548	0	0	
447	1154.163	1136.707	182.506	2.053	-1.053	206.022	79.349	933.836	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	214.113	127.829	56.94	1.27	0.795	1.984	2.324	133.879	80.234	0	0	
448	458.168	429.347	55.988	2.955	-1.033	301.457	81.562	80.724	1.0	65.559	-13.0	-	-	-	-	44.585	-	-	-	-	2.394	-	-	-	-	0.242	-	-	-	-	65.559	-	-	-	-	1.0	-	-	-	-	2.0	320.613	58.365	26.154	0.208	0.91	2.568	0.679	285.097	35.516	0	0	
449	1379.327	1379.108	42.234	0.186	-0.987	227.837	80.377	955.085	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	236.424	33.17	29.493	2.924	2.762	1.386	3.052	155.936	80.488	0	0	
450	904.666	851.179	25.886	3.088	2.17	478.807	81.026	544.618	2.0	459.898	11.0	11.0	-	-	-	190.81	7.739	-	-	-	0.436	1.438	-	-	-	-2.018	0.728	-	-	-	452.088	7.81	-	-	-	-1.0	-1.0	-	-	-	2.0	204.098	101.021	88.762	1.472	1.067	0.765	1.272	102.661	101.437	0	0	
451	1288.115	1284.609	33.382	2.973	-1.821	198.771	80.746	853.155	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	214.033	38.283	21.361	0.209	0.933	0.73	2.818	186.457	27.576	0	0	
452	1216.776	1202.473	186.428	1.543	-1.383	186.499	81.496	80.206	1.0	450.416	11.0	-	-	-	-	418.035	-	-	-	-	1.189	-	-	-	-	1.598	-	-	-	-	450.416	-	-	-	-	-1.0	-	-	-	-	2.0	309.303	150.229	100.45	2.161	2.224	-1.529	-1.871	181.686	127.616	0	0	
453	1368.022	1367.601	18.361	2.781	1.552	52.079	74.58	1276.558	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	65.294	28.069	9.717	0.658	0.665	-1.608	1.501	47.806	17.488	0	0	
454	1321.166	1318.993	83.315	2.962	2.539	466.882	77.415	1102.206	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	479.019	52.724	44.785	0.557	0.119	-1.101	-0.004	101.491	377.528	0	0	
455	614.083	593.743	34.974	1.219	-1.515	37.251	80.076	80.026	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	244.598	23.043	17.754	2.962	0.155	2.094	1.002	129.387	115.21	0	0	
456	987.057	899.051	44.634	2.958	2.548	244.987	81.886	81.576	1.0	76.309	-11.0	-	-	-	-	9.295	-	-	-	-	0.122	-	-	-	-	-0.419	-	-	-	-	76.309	-	-	-	-	1.0	-	-	-	-	2.0	158.448	23.647	12.186	0.168	1.267	-0.39	-1.214	144.332	14.117	0	0	
457	1393.468	1393.395	54.488	0.269	2.071	205.386	78.96	1106.227	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	216.978	28.509	28.271	2.976	2.337	-1.354	-0.784	175.365	41.613	0	0	
458	885.275	844.484	31.718	2.255	1.009	40.94	77.886	632.074	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.51	24.751	8.833	2.292	0.183	-2.326	-1.561	33.491	49.018	0	0	
459	976.424	906.578	23.236	0.152	-0.493	153.037	81.03	80.363	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	168.522	23.833	20.357	2.199	2.991	-2.741	1.498	31.021	137.501	0	0	
460	1020.16	949.243	27.335	0.417	2.571	67.457	51.528	550.709	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	78.226	35.09	9.47	2.542	2.402	-0.395	-3.007	63.122	15.104	0	0	
461	1401.4	1401.326	24.293	0.409	1.499	61.049	80.862	1271.791	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	77.987	22.209	12.783	1.825	2.892	-2.193	-0.505	24.273	53.714	0	0	
462	388.73	198.185	12.432	3.097	2.189	279.061	79.281	81.343	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	289.872	34.436	31.526	0.173	0.37	0.201	-2.571	201.946	87.927	0	0	
463	1403.825	1403.755	142.28	0.205	0.073	699.161	80.648	1206.255	1.0	391.598	-11.0	-	-	-	-	71.372	-	-	-	-	2.958	-	-	-	-	-2.688	-	-	-	-	391.598	-	-	-	-	1.0	-	-	-	-	2.0	233.244	58.881	18.636	2.685	2.952	2.492	-2.714	134.168	99.076	0	0	
464	1377.43	1377.182	36.887	0.189	-2.885	195.948	79.902	826.62	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	208.963	29.99	22.255	2.952	2.591	-0.391	1.205	165.196	43.767	0	0	
465	1229.402	1216.988	51.248	2.248	-0.239	65.764	81.597	1090.446	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	103.021	62.907	11.666	1.44	0.34	2.895	-0.28	66.126	36.895	0	0	
466	1326.246	1323.979	71.144	2.827	-3.029	229.943	84.409	79.795	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	668.838	100.127	29.594	0.226	3.006	0.041	3.012	449.245	219.593	0	0	
467	1337.188	1337.049	130.655	0.255	-2.717	518.792	80.826	1082.347	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	534.666	119.343	38.231	2.889	2.366	0.718	-0.702	479.376	55.29	0	0	
468	1398.334	1398.259	48.333	0.903	-2.508	61.562	79.046	1284.628	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.399	30.54	27.95	1.462	2.549	0.065	1.263	31.562	50.837	0	0	
469	959.59	854.919	24.519	3.023	2.855	207.799	79.757	80.163	1.0	117.624	-11.0	-	-	-	-	95.854	-	-	-	-	2.189	-	-	-	-	-1.612	-	-	-	-	117.624	-	-	-	-	1.0	-	-	-	-	2.0	293.773	59.076	42.479	0.352	0.357	0.924	1.763	171.93	121.843	0	0	
470	1388.24	1388.109	29.066	0.394	1.662	75.75	80.508	1235.938	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	98.739	29.811	15.129	2.76	1.285	-0.961	-2.839	81.792	16.947	0	0	
471	1252.36	1243.314	18.066	3.066	-0.609	237.795	80.261	80.942	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	246.921	31.934	18.571	0.167	0.375	2.013	-1.633	194.489	52.431	0	0	
472	1090.324	1044.823	17.819	0.503	2.449	36.944	81.795	919.805	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	56.461	23.105	20.289	2.34	2.029	0.315	-1.99	33.57	22.891	0	0	
473	1344.0	1342.95	50.029	0.082	-2.562	611.529	76.747	947.526	1.0	349.041	-11.0	-	-	-	-	60.258	-	-	-	-	2.968	-	-	-	-	-1.351	-	-	-	-	349.041	-	-	-	-	1.0	-	-	-	-	2.0	272.603	95.876	13.443	2.746	2.435	1.411	-0.376	250.307	22.296	0	0	
474	1136.257	1116.065	48.663	0.854	2.386	64.565	80.247	819.421	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	126.377	51.715	8.554	2.533	0.263	-0.915	1.099	91.876	34.501	0	0	
475	1314.221	1311.677	81.61	1.5	-1.735	81.816	81.084	1153.785	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	103.728	48.723	34.228	2.095	0.992	1.557	1.191	60.696	43.032	0	0	
476	1020.856	950.269	158.653	1.327	-0.705	163.491	114.165	82.269	1.0	317.48	-11.0	-	-	-	-	250.251	-	-	-	-	2.234	-	-	-	-	2.294	-	-	-	-	317.48	-	-	-	-	1.0	-	-	-	-	2.0	192.385	53.663	46.394	0.838	0.405	-1.326	-0.8	73.587	118.799	0	0	
477	1146.494	1144.708	15.103	0.24	-0.209	63.509	81.319	79.615	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	67.275	8.909	6.215	2.339	3.025	2.888	2.996	13.684	53.592	0	0	
478	702.053	451.0	12.525	0.765	-0.726	18.081	79.169	75.542	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	50.658	27.05	14.983	2.159	1.249	2.616	-0.359	33.002	17.656	0	0	
479	1394.455	1394.361	40.402	2.497	0.104	67.228	94.291	1245.404	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	103.326	42.212	15.288	0.56	2.297	2.876	-1.535	81.605	21.721	0	0	
480	1406.215	1406.145	87.171	2.41	1.171	130.417	78.99	984.294	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	138.44	49.706	40.599	0.881	0.628	-2.209	-1.678	65.522	72.918	0	0	
481	963.431	861.997	14.601	0.105	1.731	139.795	92.723	80.44	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	152.35	27.683	13.208	2.93	2.217	-1.501	1.54	134.574	17.775	0	0	
482	1373.99	1373.901	117.641	0.177	-3.038	667.095	82.472	1291.027	1.0	663.747	-11.0	-	-	-	-	116.408	-	-	-	-	2.965	-	-	-	-	0.098	-	-	-	-	663.747	-	-	-	-	1.0	-	-	-	-	2.0	40.413	19.121	18.8	1.66	1.424	-0.059	3.048	20.177	20.236	0	0	
483	1162.149	1138.834	117.885	1.102	-2.142	132.138	79.832	896.892	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	146.251	115.553	15.224	1.959	2.258	1.129	-0.353	125.642	20.61	0	0	
484	1192.052	1177.274	45.64	2.905	-0.618	195.009	80.103	760.261	1.0	254.813	11.0	-	-	-	-	34.131	-	-	-	-	0.134	-	-	-	-	-1.307	-	-	-	-	254.813	-	-	-	-	-1.0	-	-	-	-	2.0	205.478	31.618	27.361	0.208	0.6	-3.131	1.776	153.44	52.038	0	0	
485	1322.676	1321.196	0.789	3.134	-2.803	110.129	81.495	1122.829	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	121.706	17.494	16.89	0.757	0.182	-0.345	2.768	27.595	94.111	0	0	
486	1395.544	1395.474	232.601	0.474	2.467	509.76	85.36	976.725	1.0	351.749	-11.0	-	-	-	-	165.993	-	-	-	-	2.65	-	-	-	-	-0.411	-	-	-	-	351.749	-	-	-	-	1.0	-	-	-	-	2.0	173.483	76.351	16.732	2.556	2.608	-1.029	-2.202	139.827	33.657	0	0	
487	1385.75	1385.559	46.342	0.388	-2.968	122.565	81.075	1111.139	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	209.731	30.749	20.939	0.642	3.007	-0.198	0.738	52.301	157.43	0	0	
488	1319.141	1316.082	180.318	0.277	-1.242	659.076	80.23	1223.798	1.0	590.416	-11.0	-	-	-	-	183.26	-	-	-	-	2.826	-	-	-	-	1.954	-	-	-	-	590.416	-	-	-	-	1.0	-	-	-	-	2.0	170.069	26.706	21.595	0.572	2.955	-0.808	1.957	51.302	118.768	0	0	
489	1313.095	1310.031	43.712	0.231	2.828	190.649	39.615	1069.741	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	314.035	38.493	9.926	2.987	0.162	-0.519	0.604	251.981	62.055	0	0	
490	1211.526	1197.545	10.323	2.649	-2.769	21.829	81.36	1103.486	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	56.596	20.424	10.956	0.561	2.45	0.666	-2.2	38.728	17.868	0	0	
491	987.724	940.768	38.978	0.173	-2.138	226.201	81.01	82.218	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	231.744	47.302	8.721	2.894	2.903	0.943	-2.472	194.411	37.333	0	0	
492	1334.253	1332.692	25.553	2.959	-1.078	140.927	59.972	1065.576	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	146.947	24.541	17.891	0.334	0.257	2.793	0.911	75.234	71.713	0	0	
493	1146.96	1118.503	20.879	0.066	2.463	317.741	76.015	731.298	1.0	286.044	-11.0	-	-	-	-	211.924	-	-	-	-	2.307	-	-	-	-	1.873	-	-	-	-	286.044	-	-	-	-	1.0	-	-	-	-	2.0	272.759	123.806	110.318	2.243	1.807	-1.031	-1.427	158.934	113.825	0	0	
494	878.886	783.033	77.654	2.987	-1.441	503.631	80.272	79.761	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	540.056	136.001	58.481	0.327	0.547	1.739	-1.351	425.513	114.543	0	0	
495	981.007	885.661	39.653	0.711	0.583	60.747	80.349	83.262	1.0	139.525	-11.0	-	-	-	-	48.121	-	-	-	-	2.789	-	-	-	-	-1.819	-	-	-	-	139.525	-	-	-	-	1.0	-	-	-	-	2.0	110.207	28.648	6.713	0.3	2.431	2.455	1.44	99.08	11.127	0	0	
496	935.155	865.196	30.942	2.407	-1.422	46.162	81.149	716.016	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	75.707	28.918	25.63	0.641	1.743	0.837	2.778	48.887	26.82	0	0	
497	1400.43	1400.355	46.248	0.802	0.307	64.37	78.293	78.603	1.0	350.275	-13.0	-	-	-	-	148.65	-	-	-	-	2.703	-	-	-	-	-2.3	-	-	-	-	350.275	-	-	-	-	1.0	-	-	-	-	2.0	297.117	94.503	17.931	0.365	0.623	0.995	1.374	265.759	31.359	0	0	
498	818.163	580.016	71.495	2.939	1.775	354.932	81.67	80.437	1.0	134.183	-11.0	-	-	-	-	127.577	-	-	-	-	1.256	-	-	-	-	0.397	-	-	-	-	134.183	-	-	-	-	1.0	-	-	-	-	2.0	351.246	100.617	64.695	0.512	0.471	-2.042	-2.664	208.008	143.238	0	0	
499	1302.482	1298.769	341.877	0.303	-0.044	1145.586	79.907	1193.518	1.0	187.537	-11.0	-	-	-	-	55.378	-	-	-	-	2.842	-	-	-	-	2.975	-	-	-	-	187.537	-	-	-	-	1.0	-	-	-	-	2.0	543.238	149.316	42.407	2.837	1.419	2.977	-1.625	499.095	44.143	0	0	
500	315.223	309.761	86.435	0.963	-0.667	105.327	93.847	161.88	1.0	140.652	-11.0	-	-	-	-	69.109	-	-	-	-	2.628	-	-	-	-	2.12	-	-	-	-	140.652	-	-	-	-	1.0	-	-	-	-	2.0	109.371	46.353	22.134	1.333	0.388	-2.485	1.306	49.233	60.138	0	0	
501	1098.243	1057.112	13.485	2.906	-2.969	57.807	81.258	80.496	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	295.475	38.547	30.838	2.812	0.18	-0.638	2.182	121.962	173.512	0	0	
502	1123.672	1122.667	59.468	1.136	3.09	65.58	80.688	1000.889	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	88.688	38.07	29.532	2.364	1.214	0.38	-0.62	56.048	32.64	0	0	
503	1197.255	1180.603	43.884	0.547	1.288	84.339	81.373	1016.837	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	110.187	57.206	18.083	2.177	2.632	-2.098	0.415	71.713	38.473	0	0	
504	1237.525	1237.408	17.894	0.073	0.35	246.633	77.862	81.801	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	250.781	26.897	10.669	2.99	2.99	-3.054	-0.361	179.848	70.933	0	0	
505	1395.203	1395.134	110.449	2.965	1.066	628.527	71.982	1061.761	1.0	420.561	11.0	-	-	-	-	121.86	-	-	-	-	0.294	-	-	-	-	-1.861	-	-	-	-	420.561	-	-	-	-	-1.0	-	-	-	-	2.0	219.986	36.168	18.095	0.288	0.2	2.787	0.509	128.135	91.851	0	0	
506	1327.465	1325.668	40.381	2.173	2.118	49.017	81.612	80.608	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	808.007	385.374	352.259	1.922	1.123	-0.445	2.759	416.481	391.526	0	0	
507	1380.162	1379.999	98.725	0.856	1.92	130.693	77.016	1183.991	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	143.304	66.018	39.239	2.099	2.447	-0.953	-1.686	78.695	64.609	0	0	
508	1400.229	1400.146	210.716	0.312	3.106	686.52	79.425	1254.324	1.0	615.008	-11.0	-	-	-	-	164.419	-	-	-	-	2.871	-	-	-	-	0.178	-	-	-	-	615.008	-	-	-	-	1.0	-	-	-	-	2.0	125.914	47.594	16.41	1.046	2.906	-0.975	0.116	55.39	70.524	0	0	
509	1389.712	1389.507	87.775	0.994	0.897	104.725	80.169	1181.588	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	115.535	73.878	20.274	1.972	2.476	-2.061	-2.972	81.522	34.013	0	0	
510	1400.498	1400.418	283.588	2.602	-3.114	551.681	80.246	80.949	1.0	597.832	13.0	-	-	-	-	308.85	-	-	-	-	0.543	-	-	-	-	0.039	-	-	-	-	597.832	-	-	-	-	-1.0	-	-	-	-	2.0	48.92	16.269	10.061	2.64	2.299	3.109	-2.651	34.071	14.849	0	0	
511	781.984	763.619	111.217	1.542	0.618	111.262	79.274	682.055	1.0	356.016	11.0	-	-	-	-	86.937	-	-	-	-	0.247	-	-	-	-	1.683	-	-	-	-	356.016	-	-	-	-	-1.0	-	-	-	-	2.0	408.466	168.43	32.729	2.658	2.27	-2.255	-0.671	362.701	45.765	0	0	
512	1387.052	1386.964	95.677	0.501	-2.179	199.253	80.201	80.299	1.0	23.289	11.0	-	-	-	-	10.628	-	-	-	-	0.474	-	-	-	-	-2.331	-	-	-	-	23.289	-	-	-	-	-1.0	-	-	-	-	2.0	503.505	162.986	57.404	2.673	0.426	1.011	-2.012	361.29	142.215	0	0	
