i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
3776	1394.253	1394.134	319.458	0.881	-1.103	414.171	79.635	81.074	1.0	178.905	11.0	-	-	-	-	145.618	-	-	-	-	0.951	-	-	-	-	-0.653	-	-	-	-	178.905	-	-	-	-	-1.0	-	-	-	-	2.0	592.426	369.988	88.386	2.294	2.006	2.119	2.428	493.915	98.511	0	0	
3777	1400.412	1400.341	95.538	2.919	0.208	433.684	84.556	80.394	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	710.159	149.22	53.724	0.267	2.731	-2.915	0.258	573.64	136.519	0	0	
3778	1344.727	1343.233	80.38	2.848	0.537	277.389	82.691	82.026	2.0	617.728	13.0	13.0	-	-	-	204.563	24.45	-	-	-	0.369	2.629	-	-	-	-2.544	0.68	-	-	-	567.86	49.868	-	-	-	-1.0	-1.0	-	-	-	2.0	248.046	85.861	14.155	2.617	2.948	0.62	0.666	173.723	74.323	0	0	
3779	553.469	543.502	127.339	0.517	2.633	257.488	76.21	404.07	1.0	286.327	-11.0	-	-	-	-	114.286	-	-	-	-	2.731	-	-	-	-	-0.85	-	-	-	-	286.327	-	-	-	-	1.0	-	-	-	-	2.0	74.667	40.992	17.764	0.896	1.007	0.217	1.902	53.289	21.378	0	0	
3780	1402.849	1402.771	81.79	0.222	-0.977	370.672	80.839	432.058	1.0	684.366	-11.0	-	-	-	-	155.655	-	-	-	-	2.912	-	-	-	-	2.073	-	-	-	-	684.366	-	-	-	-	1.0	-	-	-	-	2.0	318.154	55.908	23.444	0.29	0.197	-0.948	-1.716	198.185	119.969	0	0	
3781	1208.554	1193.976	77.284	0.256	1.758	304.814	79.508	464.317	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	313.92	43.739	35.872	2.635	2.977	-1.164	-1.651	92.621	221.299	0	0	
3782	1355.618	1354.941	53.954	1.192	0.04	58.064	80.077	1247.327	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	84.494	60.404	14.106	1.634	2.467	-2.882	1.249	61.34	23.153	0	0	
3783	1237.598	1226.913	85.857	0.994	2.506	102.431	79.881	1049.338	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	118.006	74.45	27.906	2.05	2.122	-0.955	0.36	84.945	33.061	0	0	
3784	1361.591	1361.121	66.231	2.311	2.935	89.666	82.404	1222.647	1.0	590.417	11.0	-	-	-	-	113.095	-	-	-	-	0.193	-	-	-	-	-2.53	-	-	-	-	590.417	-	-	-	-	-1.0	-	-	-	-	2.0	115.908	43.618	26.429	1.629	0.397	0.049	-0.636	46.517	69.391	0	0	
3785	1154.974	1129.963	105.949	2.914	1.131	468.608	80.634	496.745	1.0	142.387	11.0	-	-	-	-	19.767	-	-	-	-	0.139	-	-	-	-	1.21	-	-	-	-	142.387	-	-	-	-	-1.0	-	-	-	-	2.0	345.205	68.638	57.365	0.282	0.632	-2.065	-1.918	247.114	98.09	0	0	
3786	1397.761	1397.692	58.744	0.169	-1.742	350.11	80.844	92.929	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	352.676	58.358	9.532	2.933	3.005	1.237	2.849	282.003	70.673	0	0	
3787	1357.212	1356.957	127.723	2.961	-1.895	710.662	103.89	1221.628	1.0	641.685	11.0	-	-	-	-	106.852	-	-	-	-	0.167	-	-	-	-	1.505	-	-	-	-	641.685	-	-	-	-	-1.0	-	-	-	-	2.0	99.493	36.42	13.275	1.945	0.242	-0.092	1.794	42.504	56.99	0	0	
3788	1231.537	1219.945	185.755	0.481	-0.056	401.689	81.039	892.607	1.0	495.416	-11.0	-	-	-	-	258.49	-	-	-	-	2.593	-	-	-	-	2.87	-	-	-	-	495.416	-	-	-	-	1.0	-	-	-	-	2.0	155.536	61.825	50.136	0.87	0.838	-0.328	-1.086	83.462	72.075	0	0	
3789	1369.161	1368.881	16.921	0.301	2.369	57.07	79.774	1256.679	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.561	34.442	21.959	2.511	1.892	-1.328	1.395	59.063	23.498	0	0	
3790	935.628	901.43	80.009	0.717	1.497	121.716	78.969	673.426	1.0	340.43	-11.0	-	-	-	-	62.035	-	-	-	-	2.958	-	-	-	-	-0.36	-	-	-	-	340.43	-	-	-	-	1.0	-	-	-	-	2.0	272.171	85.107	27.144	0.402	0.564	-2.088	2.509	218.976	53.195	0	0	
3791	1316.375	1314.392	37.986	0.451	-2.498	87.081	78.959	1169.63	2.0	10.282	-11.0	11.0	-	-	-	3.717	3.599	-	-	-	2.349	2.349	-	-	-	0.414	0.41	-	-	-	5.224	5.059	-	-	-	1.0	-1.0	-	-	-	2.0	90.29	39.897	23.358	2.359	2.31	0.331	3.015	57.763	32.527	0	0	
3792	1292.03	1287.8	56.743	0.483	1.259	122.197	96.444	879.586	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	135.694	63.837	9.802	2.51	2.703	-1.995	0.439	111.538	24.156	0	0	
3793	421.308	230.318	20.841	0.092	1.881	225.808	102.555	78.674	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	254.983	65.622	46.671	2.698	2.647	-1.618	1.366	156.178	98.805	0	0	
3794	1312.229	1312.116	52.683	0.545	-2.584	101.579	79.075	73.248	1.0	443.589	-13.0	-	-	-	-	76.958	-	-	-	-	2.967	-	-	-	-	1.592	-	-	-	-	443.589	-	-	-	-	1.0	-	-	-	-	2.0	367.04	54.961	34.0	0.261	0.231	-1.339	0.127	216.151	150.888	0	0	
3795	867.249	809.872	195.532	0.533	-3.118	384.662	81.552	609.829	1.0	137.75	-11.0	-	-	-	-	75.843	-	-	-	-	2.559	-	-	-	-	0.299	-	-	-	-	137.75	-	-	-	-	1.0	-	-	-	-	2.0	227.604	82.98	71.565	2.556	1.209	0.293	-2.041	150.628	76.976	0	0	
3796	1140.402	1128.077	61.639	2.438	-0.925	95.292	103.197	860.902	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	578.825	72.389	32.844	2.855	0.103	2.686	0.556	258.619	320.206	0	0	
3797	795.319	694.656	125.574	2.464	-0.254	200.395	545.846	94.485	1.0	115.057	-11.0	-	-	-	-	105.376	-	-	-	-	1.158	-	-	-	-	1.95	-	-	-	-	115.057	-	-	-	-	1.0	-	-	-	-	2.0	260.985	166.373	64.75	1.053	1.343	-2.281	1.155	193.411	67.574	0	0	
3798	1093.214	1051.207	188.008	0.182	3.106	1038.491	81.467	917.742	1.0	464.777	-11.0	-	-	-	-	78.19	-	-	-	-	2.973	-	-	-	-	0.163	-	-	-	-	464.777	-	-	-	-	1.0	-	-	-	-	2.0	344.702	55.75	40.059	2.954	1.116	0.2	-1.504	299.924	44.778	0	0	
3799	1277.455	1272.859	15.926	0.159	-1.788	100.672	80.155	80.392	1.0	38.648	11.0	-	-	-	-	9.978	-	-	-	-	0.261	-	-	-	-	2.272	-	-	-	-	38.648	-	-	-	-	-1.0	-	-	-	-	2.0	805.746	93.465	85.436	0.267	2.95	2.321	-0.666	356.066	449.68	0	0	
3800	1407.096	1407.025	55.732	3.057	1.845	658.19	80.075	1251.956	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	813.6	150.007	95.672	0.213	1.945	-1.118	2.127	709.556	104.044	0	0	
3801	282.703	268.431	67.243	1.889	-0.697	70.801	81.52	81.831	1.0	86.474	11.0	-	-	-	-	37.004	-	-	-	-	0.442	-	-	-	-	2.412	-	-	-	-	86.474	-	-	-	-	-1.0	-	-	-	-	2.0	94.284	38.803	13.564	2.598	1.067	2.184	-1.672	78.012	16.272	0	0	
3802	1347.028	1345.837	108.445	3.001	1.543	774.281	75.399	1266.417	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	804.638	111.851	22.668	0.144	1.721	-1.395	3.066	781.211	23.426	0	0	
3803	980.947	955.023	124.434	1.377	3.005	126.803	77.517	773.246	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	154.789	129.138	20.413	1.701	1.921	-0.294	1.587	131.735	23.054	0	0	
3804	1117.068	1100.02	38.156	2.464	1.081	60.892	80.152	906.056	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	137.611	26.436	22.554	2.501	0.266	-1.444	-2.805	48.153	89.458	0	0	
3805	1393.998	1393.928	65.839	3.074	2.611	980.833	79.329	1297.166	1.0	367.524	11.0	-	-	-	-	67.888	-	-	-	-	0.186	-	-	-	-	-0.315	-	-	-	-	367.524	-	-	-	-	-1.0	-	-	-	-	2.0	428.718	97.21	50.471	0.615	0.198	2.932	-0.381	169.649	259.069	0	0	
3806	1263.144	1258.792	17.91	2.935	-0.347	87.464	80.633	1154.277	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	104.0	34.354	16.875	0.49	0.673	2.947	-0.032	73.576	30.423	0	0	
3807	1346.198	1345.27	84.533	0.889	-0.03	108.896	81.285	1153.864	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	125.611	50.159	41.615	1.822	2.501	2.75	-2.73	53.35	72.262	0	0	
3808	1271.801	1267.064	82.038	3.003	2.308	593.629	99.879	511.71	1.0	114.858	11.0	-	-	-	-	24.482	-	-	-	-	0.215	-	-	-	-	0.194	-	-	-	-	114.858	-	-	-	-	-1.0	-	-	-	-	2.0	487.678	73.657	15.88	0.165	0.473	-0.913	-2.673	451.381	36.297	0	0	
3809	1282.555	1277.275	143.649	0.213	-2.374	678.8	81.052	1054.026	1.0	486.296	-11.0	-	-	-	-	170.137	-	-	-	-	2.784	-	-	-	-	0.311	-	-	-	-	486.296	-	-	-	-	1.0	-	-	-	-	2.0	317.075	128.283	68.089	1.875	2.756	2.899	0.251	135.556	181.518	0	0	
3810	1398.13	1398.058	307.229	0.454	2.39	701.083	78.211	1317.184	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	715.946	282.681	34.277	2.708	2.089	-0.833	-0.019	673.981	41.965	0	0	
3811	752.259	730.863	211.283	0.387	1.018	559.348	80.903	630.092	1.0	354.993	-11.0	-	-	-	-	141.258	-	-	-	-	2.732	-	-	-	-	-2.337	-	-	-	-	354.993	-	-	-	-	1.0	-	-	-	-	2.0	185.13	54.826	51.893	1.277	2.711	-0.198	-2.369	58.953	126.176	0	0	
3812	1049.238	994.389	41.006	0.59	1.79	73.686	83.025	765.559	1.0	6.179	13.0	-	-	-	-	4.835	-	-	-	-	2.243	-	-	-	-	-1.252	-	-	-	-	6.179	-	-	-	-	-1.0	-	-	-	-	2.0	79.805	24.914	16.124	2.186	2.788	-1.32	-1.401	31.496	48.309	0	0	
3813	1398.844	1398.77	17.096	2.301	-1.677	22.945	80.448	1297.296	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	66.865	34.256	24.928	1.642	0.952	2.231	-0.416	35.363	31.502	0	0	
3814	923.14	901.258	238.525	1.402	-1.097	241.967	81.077	77.815	2.0	422.496	13.0	-13.0	-	-	-	409.637	8.335	-	-	-	1.433	1.944	-	-	-	2.059	-1.242	-	-	-	413.545	8.951	-	-	-	-1.0	1.0	-	-	-	2.0	203.355	102.25	71.411	1.967	2.224	-1.206	-0.861	110.853	92.502	0	0	
3815	1248.973	1241.031	25.593	3.064	-0.257	329.973	96.93	557.395	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	339.416	48.047	29.779	0.272	0.188	2.319	-1.301	179.479	159.937	0	0	
3816	1162.988	1138.877	118.67	2.936	2.885	581.293	82.597	941.004	1.0	412.225	11.0	-	-	-	-	100.022	-	-	-	-	0.245	-	-	-	-	0.072	-	-	-	-	412.225	-	-	-	-	-1.0	-	-	-	-	2.0	186.562	54.075	27.64	2.177	0.241	-2.287	0.056	70.229	116.333	0	0	
3817	1362.808	1362.537	22.607	2.476	1.891	36.594	80.408	1274.841	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	64.017	33.642	11.655	0.768	2.051	-1.387	1.489	49.626	14.39	0	0	
3818	1395.93	1395.836	17.106	0.173	-2.088	99.286	77.668	1159.475	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	109.103	28.601	13.087	2.71	2.79	0.77	-2.746	70.722	38.381	0	0	
3819	1393.546	1393.476	12.997	0.145	-1.043	89.941	80.859	81.859	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	124.997	23.155	10.441	2.919	0.658	2.238	-0.73	106.236	18.761	0	0	
3820	729.917	660.916	102.447	1.023	-0.296	120.038	69.578	484.705	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	136.369	80.922	33.648	2.197	1.689	3.13	2.103	101.205	35.164	0	0	
3821	1400.717	1400.637	22.418	2.949	2.288	116.973	81.895	1217.688	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	135.008	29.436	20.535	0.265	1.266	-1.624	0.655	112.926	22.082	0	0	
3822	1052.714	995.463	34.709	1.025	2.098	40.617	80.591	892.897	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	57.439	25.933	18.391	1.583	2.417	-1.589	-0.223	26.192	31.246	0	0	
3823	1391.516	1391.444	28.159	2.834	2.686	92.925	28.891	1306.508	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	101.832	28.192	15.415	0.474	0.429	-1.01	0.84	63.522	38.31	0	0	
3824	623.474	316.38	10.578	3.082	-0.177	177.699	80.474	82.284	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	207.648	52.525	45.231	0.408	0.68	2.23	-1.069	134.489	73.158	0	0	
3825	1359.3	1358.781	218.045	0.224	-1.804	981.703	79.191	1194.337	1.0	543.401	-11.0	-	-	-	-	123.654	-	-	-	-	2.912	-	-	-	-	1.298	-	-	-	-	543.401	-	-	-	-	1.0	-	-	-	-	2.0	320.887	59.39	24.301	2.907	0.396	1.275	-2.381	256.164	64.723	0	0	
3826	1075.35	1024.052	116.417	0.794	-2.329	163.29	80.666	666.627	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	176.199	66.428	62.231	2.18	2.402	0.388	1.268	82.848	93.351	0	0	
3827	1325.921	1324.116	38.259	0.766	0.897	55.163	81.005	1206.771	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	67.011	25.265	24.719	2.29	2.19	-2.934	-1.536	36.092	30.918	0	0	
3828	1319.108	1318.455	69.643	0.112	-0.095	620.491	80.061	1218.551	1.0	634.653	-11.0	-	-	-	-	86.712	-	-	-	-	3.005	-	-	-	-	-2.875	-	-	-	-	634.653	-	-	-	-	1.0	-	-	-	-	2.0	68.716	37.301	16.206	0.877	2.069	1.538	-0.478	49.117	19.599	0	0	
3829	1282.22	1276.219	111.035	0.178	-2.936	627.393	82.267	998.464	1.0	379.275	-11.0	-	-	-	-	149.765	-	-	-	-	2.736	-	-	-	-	0.271	-	-	-	-	379.275	-	-	-	-	1.0	-	-	-	-	2.0	305.076	83.561	45.626	2.637	2.769	-2.925	0.01	176.687	128.389	0	0	
3830	1346.041	1344.752	51.548	3.031	-2.04	469.103	80.938	713.815	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	480.229	75.79	24.324	0.22	0.188	1.069	-2.141	348.675	131.554	0	0	
3831	1396.566	1396.48	56.087	0.12	2.921	469.555	80.586	1292.348	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	477.596	61.618	11.949	3.004	2.658	-0.401	1.74	450.572	27.024	0	0	
3832	1344.074	1342.602	53.109	2.655	-2.965	113.587	79.504	1146.151	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	132.0	41.309	11.866	1.224	0.138	0.15	0.27	44.472	87.528	0	0	
3833	1376.631	1376.435	25.53	0.086	-0.746	298.554	79.93	84.698	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	308.42	36.632	21.052	2.993	2.767	1.802	-2.085	250.097	58.322	0	0	
3834	1152.207	1140.553	83.84	0.112	-0.125	751.069	83.089	733.583	1.0	477.303	-11.0	-	-	-	-	97.794	-	-	-	-	2.935	-	-	-	-	-2.62	-	-	-	-	477.303	-	-	-	-	1.0	-	-	-	-	2.0	384.626	126.632	47.876	0.879	2.92	0.936	-2.62	166.15	218.476	0	0	
3835	1402.765	1402.689	3.354	0.023	-1.253	144.414	79.298	1212.743	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	169.991	36.938	34.826	2.501	2.79	2.743	-0.326	63.76	106.231	0	0	
3836	1390.872	1390.8	105.204	2.822	2.646	335.046	81.48	130.432	1.0	31.014	11.0	-	-	-	-	23.821	-	-	-	-	2.266	-	-	-	-	-2.641	-	-	-	-	31.014	-	-	-	-	-1.0	-	-	-	-	2.0	480.915	126.052	23.985	0.308	2.754	-0.517	1.409	416.978	63.936	0	0	
3837	1184.258	1165.063	90.718	2.97	0.449	531.578	82.976	997.36	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	551.265	57.241	47.531	0.697	0.104	-2.219	3.011	93.301	457.964	0	0	
3838	1148.141	1147.92	80.363	2.089	2.674	92.488	79.861	998.224	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	114.861	56.981	24.501	1.575	0.489	-0.36	-0.722	61.734	53.127	0	0	
3839	1273.436	1267.74	375.194	2.292	-1.823	499.455	82.148	395.905	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	562.209	377.455	40.283	1.03	0.372	1.425	-0.255	447.131	115.078	0	0	
3840	585.408	518.287	61.719	1.205	-0.986	66.086	79.634	406.57	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	89.904	55.982	14.556	2.159	0.814	1.928	-3.073	69.032	20.872	0	0	
3841	1399.264	1399.194	144.688	0.235	2.528	620.168	77.882	1132.696	1.0	382.762	-11.0	-	-	-	-	64.77	-	-	-	-	2.972	-	-	-	-	-1.27	-	-	-	-	382.762	-	-	-	-	1.0	-	-	-	-	2.0	195.118	80.235	32.511	2.575	2.261	-0.431	0.825	151.288	43.83	0	0	
3842	1240.612	1231.442	83.758	1.945	1.609	89.98	73.9	1047.928	1.0	8.48	13.0	-	-	-	-	6.15	-	-	-	-	0.811	-	-	-	-	-1.735	-	-	-	-	8.48	-	-	-	-	-1.0	-	-	-	-	2.0	100.184	48.474	40.318	1.383	1.04	-1.225	-1.905	50.138	50.046	0	0	
3843	1335.861	1334.994	34.162	0.517	0.585	69.107	81.247	1218.697	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	84.785	28.367	21.562	2.613	2.06	-1.876	2.752	58.815	25.971	0	0	
3844	1372.811	1372.527	76.009	2.486	-2.345	124.641	77.731	992.416	1.0	618.946	-11.0	-	-	-	-	93.273	-	-	-	-	2.99	-	-	-	-	-1.543	-	-	-	-	618.946	-	-	-	-	1.0	-	-	-	-	2.0	269.43	86.165	13.577	0.462	2.96	0.908	-1.561	193.662	75.769	0	0	
3845	931.532	847.797	14.464	0.159	0.961	91.241	79.255	718.57	1.0	9.168	11.0	-	-	-	-	4.359	-	-	-	-	2.646	-	-	-	-	-3.092	-	-	-	-	9.168	-	-	-	-	-1.0	-	-	-	-	2.0	110.211	32.05	22.381	2.727	2.228	-2.835	-0.098	81.545	28.666	0	0	
3846	864.55	784.992	52.315	0.105	1.705	501.05	82.204	80.078	1.0	205.626	13.0	-	-	-	-	53.941	-	-	-	-	0.265	-	-	-	-	2.595	-	-	-	-	205.626	-	-	-	-	-1.0	-	-	-	-	2.0	509.343	54.803	29.686	2.988	2.94	-1.996	-0.065	360.533	148.809	0	0	
3847	1254.357	1245.755	66.113	2.665	2.176	144.194	79.63	933.487	1.0	727.559	-11.0	-	-	-	-	173.307	-	-	-	-	2.901	-	-	-	-	1.528	-	-	-	-	727.559	-	-	-	-	1.0	-	-	-	-	2.0	161.452	48.294	37.587	0.539	0.67	-1.56	-0.162	95.913	65.539	0	0	
3848	923.859	891.835	72.505	0.135	1.598	539.749	79.251	79.745	1.0	328.633	-13.0	-	-	-	-	98.464	-	-	-	-	2.837	-	-	-	-	2.417	-	-	-	-	328.633	-	-	-	-	1.0	-	-	-	-	2.0	525.438	134.992	34.007	2.78	0.245	-0.891	-1.842	383.37	142.067	0	0	
3849	1345.31	1344.206	30.351	3.062	-0.756	383.224	80.389	1120.844	1.0	401.227	11.0	-	-	-	-	140.983	-	-	-	-	0.359	-	-	-	-	-1.87	-	-	-	-	401.227	-	-	-	-	-1.0	-	-	-	-	2.0	257.998	151.604	37.244	2.003	0.454	1.207	2.759	169.44	88.558	0	0	
3850	1332.071	1329.899	88.466	1.613	2.73	88.544	79.968	1179.829	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	103.251	72.583	27.863	1.589	1.393	-0.125	-1.24	74.453	28.798	0	0	
3851	1314.246	1311.662	18.281	3.049	-1.506	197.992	85.925	1068.047	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	214.41	32.305	28.213	0.634	0.182	2.691	0.149	55.806	158.604	0	0	
3852	1390.665	1390.558	28.132	2.493	1.339	46.586	79.39	1277.069	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	61.281	35.601	8.387	0.955	0.612	-1.923	0.803	45.343	15.938	0	0	
3853	947.318	946.363	54.731	2.524	-3.078	94.568	124.51	575.755	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	112.754	41.686	13.046	1.266	0.201	0.061	0.073	45.5	67.254	0	0	
3854	1403.864	1403.788	17.277	0.671	-2.749	27.802	80.839	925.79	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	63.85	12.668	4.634	0.609	3.026	0.425	0.303	23.526	40.324	0	0	
3855	1401.494	1401.409	65.258	0.472	0.755	143.625	78.055	1228.035	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	151.559	58.745	13.783	2.682	2.155	-2.19	2.914	134.359	17.2	0	0	
3856	1384.915	1384.842	16.302	2.956	-2.591	88.497	79.687	1091.855	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	102.157	24.711	16.944	0.502	0.383	-0.2	2.226	54.574	47.584	0	0	
3857	1350.726	1349.509	29.237	2.832	-0.985	96.012	77.89	1202.258	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	112.957	43.648	17.606	0.549	0.718	1.872	-1.753	84.541	28.416	0	0	
3858	700.422	587.462	40.256	2.303	2.204	54.144	80.462	463.278	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	73.596	34.817	10.161	0.659	2.279	-1.168	-0.043	58.589	15.007	0	0	
3859	1308.867	1305.604	45.494	2.714	2.179	109.664	80.78	1168.606	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	116.336	33.427	18.186	0.576	0.36	-1.313	-0.279	63.166	53.17	0	0	
3860	936.994	852.877	50.815	2.735	-2.551	128.62	85.215	79.082	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	467.656	44.802	44.204	2.881	0.153	1.544	-0.382	175.436	292.22	0	0	
3861	1321.592	1319.571	99.668	0.724	-1.9	150.55	79.834	1066.96	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	165.603	61.183	46.943	2.19	2.546	1.588	0.784	77.096	88.507	0	0	
3862	843.461	803.138	199.916	0.749	-0.511	293.475	78.441	673.371	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	324.587	200.435	29.06	2.266	2.595	2.486	-2.136	266.185	58.402	0	0	
