i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
1498	1225.412	1213.279	118.857	1.436	2.582	323.344	60.629	138.47	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	130.538	68.18	50.563	2.031	1.319	-1.482	0.146	77.117	53.42	0	0	
1499	1219.064	1215.197	113.778	1.467	2.66	438.072	241.007	67.295	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	292.815	120.084	91.922	0.807	2.239	0.032	-1.992	168.894	123.922	0	0	
1500	863.089	710.336	256.052	2.476	-0.612	1292.237	105.322	170.153	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	970.084	381.785	331.83	1.886	0.645	-2.643	1.237	415.603	554.481	0	0	
1501	1145.31	1142.462	178.312	0.563	-2.61	638.171	100.365	198.679	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	395.93	145.592	51.549	2.636	2.558	0.587	1.598	301.885	94.045	0	0	
1502	1344.763	1344.424	125.662	0.686	-2.256	550.452	44.811	172.156	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	198.279	109.216	66.82	1.405	2.19	2.012	0.501	112.855	85.424	0	0	
1503	1130.103	1097.742	94.467	2.863	-2.352	1133.55	533.008	344.841	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1021.787	329.321	246.45	0.516	2.322	1.249	-1.718	674.101	347.686	0	0	
1504	1161.121	1137.365	207.085	2.55	1.582	512.076	66.671	51.691	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	350.154	134.728	45.634	0.474	1.027	-1.521	-1.962	296.04	54.114	0	0	
1505	1401.091	1401.007	45.527	0.368	0.085	399.563	207.215	296.853	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	240.24	68.059	51.104	0.663	2.729	2.849	-0.089	110.95	129.291	0	0	
1506	1232.173	1229.523	176.477	0.842	-2.711	759.117	512.478	37.354	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	620.569	319.461	222.199	2.097	1.275	1.285	-1.249	385.515	235.054	0	0	
1507	1353.621	1353.185	126.414	1.923	-2.912	1123.6	275.481	420.194	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1071.549	303.563	175.923	0.554	2.766	0.171	-3.002	584.038	487.511	0	0	
1508	1396.153	1396.039	81.575	1.183	2.24	751.875	148.058	422.501	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	574.618	181.887	115.174	2.539	0.509	-0.722	2.816	335.912	238.706	0	0	
1509	1230.947	1220.231	32.561	3.013	-3.14	1097.916	312.89	444.483	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	767.199	100.675	66.884	2.799	0.147	-0.218	2.937	308.932	458.266	0	0	
1510	1329.109	1327.43	45.285	2.829	0.545	402.681	71.775	204.022	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	265.853	113.573	53.939	0.598	2.048	-2.292	0.486	203.897	61.956	0	0	
1511	1401.311	1401.241	17.777	0.151	-1.306	606.532	180.624	329.069	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	541.973	242.614	226.29	2.105	1.453	1.949	-1.122	296.86	245.113	0	0	
1512	1403.75	1403.679	127.085	1.102	2.167	588.219	291.71	309.485	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	380.731	130.678	129.651	1.228	2.555	-1.51	0.599	139.93	240.801	0	0	
1513	1399.53	1399.46	470.278	2.311	-1.816	821.636	168.159	85.753	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	720.968	441.987	118.712	0.868	1.204	1.593	-0.04	585.486	135.482	0	0	
1514	1245.464	1242.586	69.23	2.877	0.214	499.383	58.912	63.65	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	340.414	111.134	42.083	0.621	0.31	-2.629	2.087	201.287	139.127	0	0	
1515	1204.52	1204.307	165.491	1.924	0.411	545.741	20.983	346.42	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	459.023	240.74	185.234	1.201	1.714	2.664	-1.245	270.631	188.393	0	0	
1516	1344.105	1343.075	264.765	2.215	0.172	779.92	177.885	287.505	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	597.909	333.843	129.16	0.855	1.981	2.766	-1.226	454.876	143.033	0	0	
1517	1372.265	1371.976	109.766	0.469	-0.472	485.115	39.389	171.333	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	284.273	179.841	41.146	2.227	2.306	2.527	-0.405	228.488	55.785	0	0	
1518	1396.273	1396.203	456.001	2.01	2.32	944.808	696.02	17.928	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	842.591	603.207	146.614	1.112	2.034	-0.817	2.392	678.571	164.02	0	0	
1519	1384.278	1384.114	103.076	0.358	2.352	475.801	126.586	37.562	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	320.384	75.18	55.453	2.848	1.763	-0.928	-1.425	262.441	57.943	0	0	
1520	1008.918	951.604	118.231	0.777	0.651	568.366	158.116	167.28	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	421.859	190.425	99.308	2.43	1.043	-2.886	-0.366	303.82	118.038	0	0	
1521	934.105	811.633	196.078	0.424	-1.156	832.255	326.099	194.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	750.499	244.62	179.873	1.632	2.759	1.19	-2.871	258.651	491.848	0	0	
1522	1023.721	1011.965	458.756	1.92	-0.217	883.651	94.257	165.308	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	725.569	429.485	92.4	1.655	0.33	3.111	1.642	438.672	286.898	0	0	
1523	1120.692	1119.8	249.1	2.33	-3.124	533.511	84.88	132.46	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	319.615	149.167	80.052	0.711	1.135	0.093	-0.601	230.015	89.6	0	0	
1524	1278.63	1273.227	97.082	1.99	-2.064	417.439	134.618	131.569	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	208.214	89.992	57.237	0.831	2.365	0.566	1.851	122.638	85.576	0	0	
1525	1385.573	1385.443	78.671	2.94	1.374	586.736	180.914	15.153	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	488.915	127.41	92.472	0.462	0.529	-1.072	2.902	301.492	187.423	0	0	
1526	960.073	865.313	109.139	0.505	-1.568	851.928	442.391	119.829	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	739.719	240.004	143.293	0.92	2.798	1.684	-1.379	305.646	434.073	0	0	
1527	1381.881	1381.761	97.719	2.992	0.285	898.714	104.884	129.371	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	666.59	72.723	51.565	0.176	0.21	3.076	-1.383	416.496	250.094	0	0	
1528	1329.793	1329.19	86.844	0.613	-0.946	550.818	45.807	453.25	1.0	6.181	-13.0	-	-	-	-	5.937	-	-	-	-	1.852	-	-	-	-	2.266	-	-	-	-	6.181	-	-	-	-	1.0	-	-	-	-	2.0	440.612	94.14	76.719	2.812	0.558	2.848	0.626	292.662	147.95	0	0	
1529	1361.597	1360.891	67.096	2.61	-2.083	510.068	111.27	219.717	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	274.638	51.486	39.919	2.4	0.208	0.903	1.691	79.511	195.128	0	0	
1530	1374.842	1374.618	450.377	1.037	1.404	1050.725	212.448	496.066	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	871.813	447.03	370.781	1.758	1.941	-0.882	-2.901	465.209	406.604	0	0	
1531	963.087	923.353	140.754	1.508	-0.215	818.377	243.56	345.673	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	683.789	285.834	284.954	0.987	2.035	1.587	-2.091	353.292	330.497	0	0	
1532	1389.88	1389.805	138.24	0.54	-1.928	469.097	60.564	110.294	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	283.558	95.312	83.756	2.157	2.604	2.079	0.498	115.07	168.488	0	0	
1533	1010.065	950.901	73.42	0.301	-0.344	514.605	111.825	117.021	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	318.485	133.203	87.503	2.507	1.833	2.158	-1.525	226.765	91.72	0	0	
1534	1374.742	1374.489	188.993	1.039	-2.899	483.962	107.172	142.012	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	277.461	108.602	95.627	2.391	1.009	0.884	-0.13	161.927	115.533	0	0	
1535	1284.043	1282.573	158.493	0.576	0.686	550.276	40.912	197.638	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	381.679	122.045	71.899	2.732	1.527	-2.992	-1.876	307.594	74.085	0	0	
1536	1087.979	1087.133	222.682	0.638	1.059	783.56	288.741	285.757	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	345.622	173.554	157.168	1.741	1.264	-1.893	-2.216	177.302	168.319	0	0	
1537	1218.345	1203.977	164.703	2.426	1.32	774.141	289.479	136.659	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	532.311	302.279	143.331	0.956	1.982	-2.07	0.771	372.54	159.772	0	0	
1538	1348.104	1347.2	158.47	2.677	2.523	625.988	353.605	36.717	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	504.06	105.177	93.072	1.967	0.246	0.323	-1.569	118.654	385.406	0	0	
1539	1398.863	1398.776	141.547	2.176	-1.343	488.613	115.194	147.299	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	205.693	88.443	79.601	1.052	2.227	1.947	0.877	102.569	103.124	0	0	
1540	1403.014	1402.936	183.824	1.014	-2.707	876.336	387.167	410.591	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	813.033	482.131	300.524	1.728	1.7	0.42	-2.746	498.261	314.771	0	0	
1541	1154.119	1127.748	307.221	0.491	2.807	772.558	31.415	133.728	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	668.703	304.456	48.009	2.603	2.279	-0.385	1.003	602.821	65.882	0	0	
1542	1399.375	1399.303	65.991	0.19	2.071	713.344	243.564	114.152	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	429.924	91.86	90.495	1.337	2.866	0.018	-1.623	94.933	334.992	0	0	
1543	1361.941	1361.59	45.095	2.98	1.904	528.162	140.494	70.944	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	329.763	91.776	86.325	1.714	0.377	-1.719	1.203	93.789	235.974	0	0	
1544	1398.408	1398.332	104.591	0.297	0.069	802.5	405.236	131.867	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	649.229	335.419	230.378	2.047	2.086	2.547	-0.721	383.027	266.202	0	0	
1545	1401.698	1401.629	106.009	2.94	-0.087	926.007	280.435	120.799	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	651.18	198.542	146.886	0.514	0.651	2.339	-0.425	408.199	242.981	0	0	
1546	1395.695	1395.624	16.805	2.894	2.142	376.905	69.026	192.666	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	147.709	56.764	49.93	2.084	0.667	2.178	-0.585	65.507	82.202	0	0	
1547	1396.042	1395.93	67.849	2.854	1.476	391.525	66.987	27.457	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	204.464	61.674	38.435	0.634	0.401	-1.623	-1.898	105.251	99.213	0	0	
1548	1192.936	1175.171	75.805	2.759	-1.176	670.68	672.239	254.651	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	556.824	95.433	53.125	0.252	2.804	1.538	-2.757	391.243	165.581	0	0	
1549	1394.07	1393.979	183.63	0.858	-1.499	864.603	191.583	510.345	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	577.084	223.163	84.104	2.52	0.454	1.706	-1.486	383.544	193.54	0	0	
1550	1397.74	1397.666	171.57	0.436	-2.06	624.98	49.152	214.626	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	365.979	126.867	113.28	2.321	2.499	2.249	-0.001	174.947	191.033	0	0	
1551	1397.763	1397.693	262.017	0.676	-0.501	817.397	271.437	231.144	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	634.144	126.958	106.555	0.795	2.901	3.095	2.133	179.478	454.667	0	0	
1552	1255.137	1247.384	116.845	2.47	2.203	453.881	176.958	135.242	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	199.413	97.287	88.019	1.625	1.06	0.188	-1.838	98.326	101.086	0	0	
1553	1370.036	1369.547	68.098	2.969	-0.64	585.608	165.484	41.811	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	408.002	80.389	75.64	0.665	0.284	2.629	0.823	134.997	273.005	0	0	
1554	1348.263	1348.165	239.929	1.154	-2.215	620.546	95.294	183.622	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	275.652	178.731	80.997	1.374	1.993	1.413	-0.194	183.193	92.459	0	0	
1555	1387.485	1387.307	434.056	1.095	0.065	636.667	162.9	121.6	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	473.712	282.493	156.546	1.833	2.09	-2.948	3.064	292.964	180.748	0	0	
1556	1382.748	1382.635	460.218	1.728	1.97	945.704	141.041	583.983	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	837.227	550.54	126.496	1.105	2.509	-1.339	1.189	621.925	215.302	0	0	
1557	1194.214	1177.039	38.526	0.522	-2.009	449.533	185.4	30.446	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	327.273	173.964	142.131	1.617	1.893	-0.417	2.299	176.359	150.913	0	0	
1558	1294.684	1290.602	89.27	2.524	-1.954	497.482	273.825	63.241	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	334.594	190.903	117.119	1.287	1.097	1.703	-0.704	201.798	132.796	0	0	
1559	1404.056	1403.986	129.813	1.034	-0.583	569.432	96.44	283.402	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	390.304	207.55	120.777	2.233	1.299	1.669	-2.288	264.323	125.981	0	0	
1560	1397.077	1397.001	292.856	2.165	2.457	665.766	412.124	42.484	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	544.6	186.82	116.011	2.114	0.369	-0.915	-0.211	220.461	324.139	0	0	
1561	1389.075	1388.933	52.963	2.85	2.462	485.114	131.826	155.617	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	300.824	102.515	67.154	0.483	1.279	0.393	-2.306	229.538	71.286	0	0	
1562	1315.133	1312.691	240.251	2.46	-2.268	695.864	176.698	57.828	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	409.624	170.676	83.319	1.35	0.377	1.397	0.677	175.561	234.064	0	0	
1563	1383.698	1383.458	168.22	0.442	3.085	616.347	13.159	300.491	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	459.99	114.571	61.992	2.847	1.335	-0.494	1.138	395.891	64.098	0	0	
1564	1016.293	973.219	86.518	2.6	0.767	427.438	189.399	93.975	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	263.444	116.752	48.296	0.629	2.258	-2.33	2.5	199.634	63.809	0	0	
1565	1390.909	1390.826	37.473	0.129	-2.101	734.751	353.778	250.357	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	384.565	82.512	45.048	0.66	2.958	0.755	-2.298	137.238	247.327	0	0	
1566	1401.407	1401.321	61.186	0.216	1.879	513.602	181.578	47.784	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	299.371	102.221	94.959	2.291	2.498	-2.949	0.464	138.985	160.386	0	0	
1567	1395.571	1395.501	167.161	2.663	2.283	1094.835	274.159	282.022	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	937.976	308.2	178.003	0.488	2.421	-1.455	1.332	666.771	271.205	0	0	
1568	1404.477	1404.396	145.049	0.448	0.352	710.667	153.63	272.851	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	413.133	150.736	55.825	1.695	2.922	-2.873	-0.369	155.9	257.233	0	0	
1569	1402.336	1402.266	204.296	1.732	-1.046	373.15	133.217	14.616	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	220.221	101.224	99.085	1.306	2.089	1.308	2.306	105.683	114.538	0	0	
1570	1363.132	1362.652	51.914	2.887	-0.802	336.319	142.589	30.778	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	194.301	69.487	23.751	0.648	0.336	2.054	0.68	117.542	76.759	0	0	
1571	1340.416	1339.277	203.381	2.522	-1.444	632.396	205.411	165.032	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	463.503	171.334	130.6	0.581	1.312	0.733	2.739	323.756	139.747	0	0	
1572	1377.679	1377.603	34.782	3.058	-0.204	607.612	155.334	94.2	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	411.57	126.512	75.642	0.657	0.409	2.73	-0.959	219.445	192.125	0	0	
1573	1357.236	1356.669	317.157	2.611	2.374	825.949	272.756	45.889	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	711.417	358.867	63.371	0.609	0.997	-0.763	2.705	633.077	78.341	0	0	
1574	1119.297	1084.702	19.513	0.092	-2.291	524.715	250.677	208.202	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	246.529	55.639	45.283	1.188	2.894	0.027	2.214	61.225	185.304	0	0	
1575	1368.895	1368.504	161.476	2.792	-0.145	763.884	332.665	144.59	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	639.598	194.199	34.739	0.357	2.615	2.843	-1.47	564.216	75.382	0	0	
1576	1361.074	1360.417	86.791	0.728	2.188	1365.403	717.493	257.755	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1211.384	191.678	137.582	2.849	0.261	-1.629	0.951	673.973	537.411	0	0	
1577	1374.068	1373.996	153.138	2.628	3.139	604.413	230.077	93.533	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	269.715	132.495	105.742	1.397	0.969	-1.214	1.361	137.725	131.99	0	0	
1578	1387.355	1387.263	444.023	0.931	-2.621	920.113	177.919	234.177	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	774.093	301.78	217.471	2.54	1.41	0.088	1.135	538.499	235.594	0	0	
1579	1149.219	1138.085	78.247	2.764	-1.248	453.288	187.137	61.758	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	215.422	79.011	74.803	0.651	1.263	0.681	2.695	135.999	79.423	0	0	
1580	1268.859	1263.513	102.508	1.02	0.446	292.71	11.413	202.843	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	139.384	78.61	44.012	1.241	2.199	3.0	-2.547	84.811	54.574	0	0	
1581	1396.77	1396.697	47.683	3.029	1.869	888.961	336.753	83.259	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	750.355	222.323	206.177	0.44	1.798	-2.717	0.25	524.889	225.466	0	0	
1582	1395.477	1395.411	234.299	0.677	-0.53	1056.423	399.192	417.131	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	818.293	253.569	103.306	2.714	0.548	2.228	-2.014	618.947	199.346	0	0	
1583	1400.563	1400.493	150.211	0.357	-0.408	884.356	294.295	352.857	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	680.765	174.658	45.15	2.849	0.728	2.71	-0.798	612.526	68.239	0	0	
1584	1387.18	1387.088	52.45	2.996	0.571	534.59	19.175	140.774	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	357.716	74.188	65.567	0.283	0.914	2.556	-1.498	272.372	85.345	0	0	
1585	638.967	613.262	78.992	2.723	1.02	584.463	165.557	126.713	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	466.045	95.742	79.172	0.303	2.529	-1.158	2.625	327.644	138.401	0	0	
1586	1380.509	1380.34	47.627	0.304	0.532	856.785	403.478	148.429	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	634.125	147.201	132.601	0.576	2.762	2.167	-1.443	273.711	360.414	0	0	
1587	1167.765	1145.675	27.238	0.185	0.314	391.112	62.639	107.746	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	215.39	52.155	45.273	2.672	2.639	-2.959	-1.005	118.389	97.001	0	0	
1588	1393.924	1393.854	417.516	1.643	-0.437	755.583	78.511	179.356	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	413.026	221.413	147.645	1.238	2.156	2.514	2.861	234.759	178.267	0	0	
