i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
92	1399.529	1399.449	140.458	1.212	0.483	459.127	41.033	32.833	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	271.028	206.836	50.547	1.705	2.063	-2.794	-0.206	213.441	57.587	0	0	
93	1354.464	1353.782	105.618	0.419	-0.002	459.605	49.775	141.601	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	136.058	50.645	45.338	2.095	2.478	-2.996	1.015	59.418	76.64	0	0	
94	1389.614	1389.544	65.49	1.125	-0.402	483.379	414.424	122.106	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	260.202	74.23	56.762	0.623	2.687	3.114	0.206	127.379	132.823	0	0	
95	1191.902	1174.458	120.246	2.269	-1.224	927.387	247.104	593.216	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	901.366	311.287	214.13	0.652	2.524	1.401	-2.022	521.225	380.141	0	0	
96	1396.505	1396.435	150.697	2.759	-2.736	859.794	228.33	561.59	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	607.236	145.319	61.542	0.33	0.405	0.817	-0.462	448.888	158.347	0	0	
97	1303.523	1300.637	77.06	2.154	-2.752	515.904	87.166	106.789	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	367.117	204.666	149.524	1.724	1.289	0.037	2.988	208.186	158.931	0	0	
98	1242.252	1238.383	105.801	2.671	1.451	376.342	22.741	80.145	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	204.469	92.51	51.388	1.162	0.553	-1.549	-2.77	104.311	100.158	0	0	
99	1395.177	1395.055	77.314	0.192	3.077	616.232	72.859	177.646	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	405.33	58.863	52.594	2.197	2.982	1.015	-0.475	74.827	330.503	0	0	
100	1379.697	1379.531	47.127	2.839	2.137	420.745	102.487	119.246	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	189.618	81.708	41.326	0.682	2.275	-1.21	-1.571	132.32	57.298	0	0	
101	1046.993	987.067	86.733	2.538	-1.347	402.43	81.995	70.789	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	142.348	66.414	49.09	0.833	1.797	1.052	2.252	90.623	51.724	0	0	
102	1197.196	1186.324	86.88	0.936	0.751	287.169	136.544	64.997	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	215.354	115.784	67.95	1.948	2.209	-1.739	2.264	128.094	87.26	0	0	
103	1365.822	1365.44	84.79	2.965	-0.006	756.717	150.689	49.863	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	607.44	168.046	63.595	0.324	2.126	-2.873	0.78	530.174	77.266	0	0	
104	1182.823	1163.611	71.064	2.443	-0.086	272.753	19.356	89.725	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	127.253	56.942	55.227	1.628	1.029	-2.831	0.337	58.098	69.155	0	0	
105	1396.566	1396.494	45.302	1.428	-2.571	361.351	65.492	216.495	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	223.419	64.742	64.106	0.615	2.471	1.567	-0.664	115.986	107.434	0	0	
106	1286.856	1282.079	93.054	0.78	2.663	382.773	117.379	51.004	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	168.573	70.004	45.744	2.519	1.728	0.154	-2.521	120.412	48.161	0	0	
107	1331.121	1328.846	196.586	1.12	-2.052	1143.094	580.693	398.633	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1022.823	199.431	83.118	0.428	2.985	1.504	-0.121	487.424	535.399	0	0	
108	1401.236	1401.166	45.041	0.108	-2.877	625.937	63.515	302.411	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	490.959	176.137	145.842	2.54	2.11	-0.966	1.829	320.674	170.284	0	0	
109	1343.681	1342.511	136.184	1.175	2.313	355.093	46.737	163.303	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	266.27	164.829	67.983	1.992	1.451	-1.057	1.2	195.918	70.352	0	0	
110	1393.486	1393.345	146.318	0.678	-1.569	524.051	114.515	140.04	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	369.569	86.689	82.996	2.75	0.688	1.634	1.257	235.769	133.8	0	0	
111	1252.797	1244.682	120.017	1.049	-0.605	377.469	61.712	68.676	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	121.507	48.758	45.983	2.009	2.354	-2.648	1.986	53.991	67.516	0	0	
112	1383.564	1383.447	48.425	0.108	2.787	697.654	222.438	127.319	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	525.653	62.966	46.295	2.906	2.957	-0.219	1.475	272.732	252.921	0	0	
113	796.929	529.899	158.988	2.328	0.15	377.425	43.166	41.881	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	228.076	114.874	39.981	0.701	2.021	-2.643	2.986	183.169	44.907	0	0	
114	976.385	881.284	111.263	0.405	1.433	607.199	107.398	279.384	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	434.114	238.201	115.173	1.943	2.359	-1.62	1.445	268.05	166.063	0	0	
115	1325.652	1323.718	357.472	1.966	1.287	652.146	342.67	104.66	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	569.454	354.151	182.071	1.266	1.362	-1.33	-3.035	380.301	189.153	0	0	
116	1383.407	1383.295	174.749	0.508	1.406	751.594	47.699	202.382	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	614.313	189.75	82.472	2.746	0.775	-1.404	-3.05	494.308	120.006	0	0	
117	1395.73	1395.659	253.646	1.953	1.261	573.136	131.156	197.507	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	362.018	197.626	92.145	0.983	2.268	-1.592	-2.445	238.364	123.654	0	0	
118	1395.47	1395.4	213.639	2.058	-1.572	520.415	97.267	257.452	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	270.781	75.073	73.991	2.539	0.609	1.165	1.419	140.012	130.769	0	0	
119	1399.491	1399.415	265.716	0.958	-2.024	543.5	44.324	185.229	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	352.29	134.141	133.08	1.466	2.476	1.243	0.658	135.33	216.96	0	0	
120	1379.244	1378.882	194.206	2.378	-2.668	525.253	13.276	201.681	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	371.22	212.973	66.357	1.015	0.628	0.812	-0.619	253.079	118.141	0	0	
121	1381.838	1381.62	221.804	2.266	-1.467	848.823	409.408	245.706	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	655.286	203.3	47.236	0.434	2.846	1.864	-0.14	491.142	164.144	0	0	
122	1377.476	1377.295	377.382	2.376	-0.933	709.499	126.297	185.772	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	589.765	246.742	92.247	0.818	0.407	2.13	2.327	356.699	233.066	0	0	
123	1254.896	1254.441	35.635	3.071	0.337	710.873	129.359	634.471	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	583.379	54.043	41.521	0.141	0.214	-1.885	2.137	385.955	197.425	0	0	
124	1176.461	1159.519	267.412	2.56	-1.294	770.152	276.374	178.609	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	476.024	228.014	47.707	1.366	0.2	1.777	2.871	233.47	242.554	0	0	
125	1369.452	1369.012	28.387	0.662	1.94	292.679	23.798	136.254	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	163.005	45.88	41.395	2.719	1.033	-2.174	-1.192	113.578	49.427	0	0	
126	1400.575	1400.503	621.837	1.235	-0.82	887.171	62.546	257.208	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	702.584	587.527	50.455	1.715	2.614	2.337	3.029	599.156	103.428	0	0	
127	1213.475	1199.559	113.648	0.383	0.588	515.544	96.835	228.95	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	371.481	124.126	42.432	2.588	2.816	-2.861	-1.775	237.057	134.424	0	0	
128	1222.695	1222.625	73.807	2.702	3.064	472.683	57.511	234.302	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	269.298	93.281	41.999	0.487	2.473	-0.538	1.622	199.936	69.362	0	0	
129	1395.762	1395.683	58.62	0.794	-2.87	266.792	36.984	117.379	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	151.219	72.769	52.355	2.169	1.081	-0.239	2.132	88.513	62.706	0	0	
130	1395.534	1395.46	326.905	2.136	-1.66	526.308	73.864	84.803	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	431.211	247.999	102.208	0.937	1.374	1.74	1.007	325.862	105.349	0	0	
131	1389.761	1389.685	161.559	2.18	-0.623	410.505	63.794	97.523	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	258.799	104.267	74.323	0.616	1.47	2.693	2.585	183.386	75.413	0	0	
132	1333.722	1332.452	29.175	2.658	-2.321	1100.782	189.122	586.219	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	946.58	286.567	233.02	0.631	2.597	1.985	-1.189	496.812	449.768	0	0	
133	1383.445	1383.243	177.005	2.606	1.991	903.797	443.085	230.217	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	691.562	220.75	75.554	0.417	2.555	-0.591	-2.185	552.455	139.106	0	0	
134	1097.572	1055.138	270.127	2.589	-1.513	1071.437	340.835	398.536	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	964.874	476.88	222.001	0.739	1.897	1.413	-1.997	716.058	248.816	0	0	
135	1169.791	1148.249	107.004	1.071	-2.73	398.37	162.596	122.645	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	219.059	107.379	88.94	1.852	1.946	-0.375	1.221	116.966	102.092	0	0	
136	1310.31	1307.501	56.457	0.712	2.886	684.074	306.832	232.861	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	523.453	93.371	45.564	2.859	0.256	-0.453	-3.068	342.588	180.865	0	0	
137	1388.096	1387.935	146.588	2.308	0.487	700.9	360.619	171.58	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	405.981	159.75	67.656	0.553	2.373	-2.181	2.443	307.592	98.389	0	0	
138	1190.888	1181.759	343.336	2.382	-0.828	835.248	277.045	235.406	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	747.348	354.689	147.393	0.684	1.939	2.779	0.984	568.686	178.663	0	0	
139	1354.903	1354.249	103.873	2.692	1.533	508.367	78.979	126.918	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	268.714	86.549	74.346	1.534	0.427	-1.136	-2.801	87.387	181.327	0	0	
140	1335.162	1333.753	41.51	1.632	-0.738	274.035	375.814	70.075	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	182.329	53.678	32.739	2.515	0.385	-2.686	0.501	93.068	89.261	0	0	
141	1397.285	1397.221	80.6	2.614	-2.936	767.729	277.26	362.061	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	694.783	199.829	151.38	0.503	2.514	1.123	-1.583	429.637	265.147	0	0	
142	971.517	970.438	95.007	0.278	2.622	595.225	36.63	300.776	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	390.526	77.734	47.985	1.076	2.979	-0.674	-1.562	88.942	301.583	0	0	
143	1402.697	1402.626	199.771	2.618	1.866	527.542	112.059	74.879	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	386.383	142.177	99.039	0.825	0.576	-1.678	-0.486	204.078	182.305	0	0	
144	1366.922	1366.582	143.814	2.856	-1.56	820.547	248.207	153.626	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	569.758	146.012	99.828	0.604	0.327	1.715	1.298	258.664	311.094	0	0	
145	1142.455	1121.389	73.115	2.977	-1.598	614.981	121.318	125.067	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	478.904	134.218	42.653	0.354	0.508	1.182	-2.94	390.128	88.776	0	0	
146	1401.91	1401.84	72.343	0.146	-0.878	957.533	165.288	411.254	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	822.477	343.239	276.095	2.129	2.369	2.743	-0.269	416.757	405.72	0	0	
147	1399.619	1399.54	258.835	1.461	-1.874	652.822	199.818	281.098	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	495.218	361.065	77.698	1.431	2.427	1.006	-2.405	375.71	119.508	0	0	
148	1264.522	1264.425	41.84	3.073	2.713	728.847	35.835	71.81	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	550.55	80.375	57.065	0.281	0.228	-1.684	1.606	294.947	255.603	0	0	
149	1343.016	1341.981	139.546	0.317	2.392	731.401	155.395	110.359	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	476.402	176.217	130.086	2.208	2.6	-1.578	0.558	222.194	254.208	0	0	
150	1371.869	1371.829	57.005	0.479	-2.667	295.55	80.217	65.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	127.096	55.969	26.389	2.209	2.651	0.315	0.835	70.379	56.717	0	0	
151	1399.793	1399.715	101.745	1.33	-1.265	386.706	179.927	69.631	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	204.724	89.424	22.828	1.167	2.917	1.716	-2.782	101.002	103.722	0	0	
152	982.756	902.412	105.384	2.289	-1.497	715.764	118.675	443.248	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	592.4	304.049	189.813	1.946	0.847	2.092	-0.704	336.58	255.82	0	0	
153	1372.788	1372.432	85.068	0.342	-0.498	519.487	134.488	107.106	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	310.644	65.263	55.473	2.647	2.802	-1.975	2.713	143.477	167.167	0	0	
154	1404.538	1404.465	168.978	2.8	-2.028	824.968	407.73	88.467	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	615.038	160.073	63.651	0.316	2.409	1.582	-0.223	514.451	100.586	0	0	
155	1315.513	1312.324	217.446	2.064	-1.298	549.166	169.979	149.596	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	284.882	167.659	57.412	1.111	2.495	1.946	1.099	187.877	97.005	0	0	
156	1207.782	1192.227	107.14	0.659	1.778	735.604	65.049	81.705	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	582.638	279.467	208.729	2.212	1.262	-1.55	1.399	351.269	231.369	0	0	
157	1380.031	1379.874	232.686	2.328	-0.577	569.669	129.161	55.467	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	320.855	140.856	112.628	0.912	0.995	2.568	-3.0	183.957	136.899	0	0	
158	1357.579	1357.397	95.005	2.512	0.984	484.211	101.381	221.022	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	262.5	158.124	80.349	1.8	0.962	-2.944	-0.353	163.794	98.706	0	0	
159	1265.329	1258.147	46.992	0.397	0.062	496.229	187.637	56.026	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	244.183	114.057	95.285	1.172	2.198	0.864	-2.137	125.85	118.333	0	0	
160	1393.811	1393.741	89.117	0.58	-1.282	607.389	343.082	57.646	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	396.435	245.343	126.016	1.972	1.598	1.433	-2.298	270.048	126.387	0	0	
161	1138.951	1135.742	96.387	2.79	-2.833	555.665	145.748	234.309	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	417.816	117.626	108.412	0.396	1.605	1.517	-0.642	307.673	110.142	0	0	
162	1397.892	1397.817	15.018	0.09	-1.834	852.11	499.652	669.17	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	615.126	61.493	55.35	0.254	2.991	0.875	-2.41	245.797	369.329	0	0	
163	1369.043	1368.69	168.769	2.839	-2.343	738.646	78.992	264.844	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	562.74	98.138	92.378	0.213	1.254	1.775	-0.109	465.221	97.52	0	0	
164	1087.115	1043.629	59.042	2.726	2.267	382.246	119.879	114.027	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	222.653	54.433	24.984	0.662	0.191	-0.905	0.26	90.676	131.977	0	0	
165	992.071	930.999	13.255	0.028	0.063	683.501	64.141	85.048	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	405.165	59.228	44.251	2.804	2.939	2.809	-1.145	181.285	223.88	0	0	
166	824.731	593.537	41.253	2.913	3.119	429.971	211.303	210.729	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	243.781	55.107	45.98	2.063	0.259	1.279	-2.164	62.682	181.099	0	0	
167	1381.551	1381.378	592.316	1.206	-1.922	839.985	196.445	197.309	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	687.159	421.147	182.998	2.123	1.571	1.506	0.741	502.5	184.659	0	0	
168	1317.095	1314.596	389.259	1.194	1.053	962.752	348.893	202.993	1.0	11.323	11.0	-	-	-	-	6.163	-	-	-	-	2.566	-	-	-	-	0.156	-	-	-	-	11.323	-	-	-	-	-1.0	-	-	-	-	2.0	816.102	547.465	241.841	1.829	1.641	-2.553	-0.191	573.126	242.976	0	0	
169	1333.894	1332.981	331.567	1.793	0.475	601.528	178.097	196.665	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	414.049	237.483	158.668	1.223	1.493	-2.541	-2.759	254.546	159.503	0	0	
170	1209.855	1197.324	39.074	2.816	-3.045	1224.943	264.959	226.065	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1114.011	196.099	175.534	0.325	2.78	-0.851	2.12	616.25	497.761	0	0	
171	1398.103	1398.024	188.254	2.043	1.36	490.559	255.267	91.393	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	300.565	153.618	79.147	0.826	2.067	-2.352	-1.383	209.928	90.637	0	0	
172	1355.843	1354.96	139.095	1.105	2.891	372.493	93.971	98.057	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	231.603	106.372	89.447	2.192	1.86	-0.664	0.819	132.073	99.53	0	0	
173	819.572	584.526	251.155	2.438	3.023	533.345	99.902	61.5	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	433.087	195.699	61.334	0.773	0.458	0.049	-0.636	294.345	138.743	0	0	
174	1393.761	1393.671	75.04	1.907	-2.835	353.184	165.055	70.424	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	176.772	97.701	68.32	1.487	1.093	0.366	-2.226	98.663	78.109	0	0	
175	1401.104	1401.033	154.778	2.042	1.404	383.196	43.347	201.624	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	229.6	161.13	53.652	1.455	0.995	-1.928	1.893	162.401	67.199	0	0	
176	1394.038	1393.968	54.294	2.661	-1.895	354.957	128.045	135.959	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	193.902	95.096	67.58	0.955	1.17	1.313	-2.912	118.564	75.338	0	0	
177	1397.56	1397.475	329.63	2.432	-0.504	695.495	237.739	43.236	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	455.625	244.756	133.948	0.92	1.308	3.034	1.811	316.355	139.269	0	0	
178	1348.7	1347.778	130.408	1.403	1.16	574.717	241.483	151.08	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	300.296	173.664	58.103	0.986	2.437	-2.058	0.105	209.64	90.657	0	0	
179	1292.799	1292.614	20.39	3.036	3.092	399.203	253.848	366.329	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	248.834	25.618	22.366	0.358	0.129	-0.747	1.601	74.513	174.321	0	0	
180	1399.963	1399.893	153.119	0.893	1.507	425.858	156.18	84.576	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	162.618	96.341	63.73	1.556	1.472	-1.866	-0.899	97.609	65.008	0	0	
181	941.282	909.699	116.966	0.839	-1.657	340.978	89.507	139.74	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	195.529	83.7	59.283	2.393	2.12	0.725	2.076	124.949	70.58	0	0	
182	1398.267	1398.194	99.116	2.969	-1.478	715.699	197.625	588.597	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	556.624	112.865	19.31	0.217	2.428	1.606	-2.064	524.831	31.792	0	0	
183	1391.158	1391.075	361.699	1.137	-1.188	1009.793	310.632	528.308	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	920.076	547.258	195.532	2.146	0.905	1.777	-1.716	658.193	261.883	0	0	
